canonical_smiles,parent_molecule_chembl_id,parent_pref_name,approved_chembl_ids,approved_pref_names,first_approvals,withdrawn_flags
COCC(=O)O[C@]1(CCN(C)CCCc2nc3ccccc3[nH]2)CCc2cc(F)ccc2[C@@H]1C(C)C,CHEMBL45816,MIBEFRADIL,CHEMBL45816;CHEMBL1534525,MIBEFRADIL;MIBEFRADIL DIHYDROCHLORIDE,1997,True
CC(=O)N1CCN(c2ccc(OC[C@@H]3CO[C@@](Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1,CHEMBL295698,LEVOKETOCONAZOLE,CHEMBL295698,LEVOKETOCONAZOLE,2021,False
COc1cc(C)c2c(Oc3cccc(C(F)(F)F)c3)c(OC)cc(NC(C)CCCN)c2n1,CHEMBL298470,TAFENOQUINE,CHEMBL298470;CHEMBL2364635,TAFENOQUINE;TAFENOQUINE SUCCINATE,2018,False
NC[C@H]1CC[C@H](C(=O)O)CC1,CHEMBL877,TRANEXAMIC ACID,CHEMBL877,TRANEXAMIC ACID,1986,False
Cc1ccccc1N1C(=O)c2cc(S(N)(=O)=O)c(Cl)cc2NC1C,CHEMBL878,METOLAZONE,CHEMBL878,METOLAZONE,1973,False
CC(=O)OCC(CCn1cnc2cnc(N)nc21)COC(C)=O,CHEMBL880,FAMCICLOVIR,CHEMBL880,FAMCICLOVIR,1994,False
Nc1nc(=O)n([C@@H]2CS[C@H](CO)O2)cc1F,CHEMBL885,EMTRICITABINE,CHEMBL885,EMTRICITABINE,2003,False
C#CCN[C@@H]1CCc2ccccc21,CHEMBL887,RASAGILINE,CHEMBL887;CHEMBL1201142;CHEMBL6067988,RASAGILINE;RASAGILINE MESYLATE;RASAGILINE TARTRATE,2005;2016,False
Nc1ccn([C@@H]2O[C@H](CO)[C@@H](O)C2(F)F)c(=O)n1,CHEMBL888,GEMCITABINE,CHEMBL888;CHEMBL1637,GEMCITABINE;GEMCITABINE HYDROCHLORIDE,1996,False
OC[C@H]1O[C@@H](O[C@@H]2[C@@H](CO)O[C@](O)(CO)[C@H]2O)[C@H](O)[C@@H](O)[C@H]1O,CHEMBL296306,LACTULOSE,CHEMBL296306,LACTULOSE,1976,False
C[C@H](NCc1ccc(OCc2cccc(F)c2)cc1)C(N)=O,CHEMBL396778,SAFINAMIDE,CHEMBL48582;CHEMBL396778,SAFINAMIDE MESYLATE;SAFINAMIDE,2015,False
Cc1onc(-c2ccccc2Cl)c1C(=O)N[C@@H]1C(=O)N2[C@@H]1SC(C)(C)[C@@H]2C(=O)O,CHEMBL891,CLOXACILLIN,CHEMBL891;CHEMBL1200388,CLOXACILLIN;CLOXACILLIN SODIUM,1974,False
Cc1onc(-c2c(Cl)cccc2Cl)c1C(=O)N[C@@H]1C(=O)N2[C@@H]1SC(C)(C)[C@@H]2C(=O)O,CHEMBL893,DICLOXACILLIN,CHEMBL893;CHEMBL1200701,DICLOXACILLIN;DICLOXACILLIN SODIUM,1968,False
CC(NC(C)(C)C)C(=O)c1cccc(Cl)c1,CHEMBL894,BUPROPION,CHEMBL894;CHEMBL1698;CHEMBL1201735,BUPROPION;BUPROPION HYDROCHLORIDE;BUPROPION HYDROBROMIDE,1985;2008,False
CC[C@H]1CN2CCc3cc(OC)c(OC)cc3[C@@H]2C[C@@H]1C[C@H]1NCCc2cc(OC)c(OC)cc21,CHEMBL50588,EMETINE,CHEMBL50588,EMETINE,,True
Oc1ccc2c3c1O[C@H]1[C@@H](O)CC[C@@]4(O)[C@@H](C2)N(CC2CCC2)CC[C@]314,CHEMBL895,NALBUPHINE,CHEMBL895;CHEMBL1201132,NALBUPHINE;NALBUPHINE HYDROCHLORIDE,1979,False
COc1ccc2c(c1)[C@]13CCCC[C@@H]1[C@H](C2)N(C)CC3,CHEMBL52440,DEXTROMETHORPHAN,CHEMBL52440;CHEMBL1201461;CHEMBL1256818,DEXTROMETHORPHAN;DEXTROMETHORPHAN POLISTIREX;DEXTROMETHORPHAN HYDROBROMIDE,1982;1984,False
OCCOCCN1CCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1,CHEMBL896,HYDROXYZINE,CHEMBL896;CHEMBL1200467;CHEMBL3186993,HYDROXYZINE;HYDROXYZINE PAMOATE;HYDROXYZINE HYDROCHLORIDE,1956;1959,False
CCCN(CCC)S(=O)(=O)c1ccc(C(=O)O)cc1,CHEMBL897,PROBENECID,CHEMBL897,PROBENECID,1951,False
O=C(O)c1cc(-c2ccc(F)cc2F)ccc1O,CHEMBL898,DIFLUNISAL,CHEMBL898,DIFLUNISAL,1982,False
Cc1ccccc1C(OCCN(C)C)c1ccccc1,CHEMBL900,ORPHENADRINE,CHEMBL900;CHEMBL1200395;CHEMBL1201023,ORPHENADRINE;ORPHENADRINE CITRATE;ORPHENADRINE HYDROCHLORIDE,1957;1959,False
NC(N)=Nc1nc(CSCC/C(N)=N/S(N)(=O)=O)cs1,CHEMBL902,FAMOTIDINE,CHEMBL902,FAMOTIDINE,1986,False
Cc1cc(NC(=O)C2=C(O)c3ccccc3S(=O)(=O)N2C)no1,CHEMBL53292,ISOXICAM,CHEMBL53292,ISOXICAM,,True
COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(=O)CO)C[C@@H]3O[C@H]1C[C@H](N)[C@H](O)[C@H](C)O1,CHEMBL53463,DOXORUBICIN,CHEMBL53463;CHEMBL359744,DOXORUBICIN;DOXORUBICIN HYDROCHLORIDE,1974,False
CN(C)CCc1c[nH]c2ccc(Cn3cncn3)cc12,CHEMBL905,RIZATRIPTAN,CHEMBL905;CHEMBL1201032,RIZATRIPTAN;RIZATRIPTAN BENZOATE,1998,False
CN(C)CC/C=C1/c2ccccc2Sc2ccc(Cl)cc21,CHEMBL908,CHLORPROTHIXENE,CHEMBL908,CHLORPROTHIXENE,1967,False
Cc1ccc(-c2nc3ccc(C)cn3c2CC(=O)N(C)C)cc1,CHEMBL911,ZOLPIDEM,CHEMBL911;CHEMBL3989820,ZOLPIDEM;ZOLPIDEM TARTRATE,1992,False
CC(C)(C(=O)O)c1ccc(C(O)CCCN2CCC(C(O)(c3ccccc3)c3ccccc3)CC2)cc1,CHEMBL914,FEXOFENADINE,CHEMBL914;CHEMBL1200618,FEXOFENADINE;FEXOFENADINE HYDROCHLORIDE,1996,False
CCCCS(=O)(=O)N[C@@H](Cc1ccc(OCCCCC2CCNCC2)cc1)C(=O)O,CHEMBL916,TIROFIBAN,CHEMBL916;CHEMBL3189072,TIROFIBAN;TIROFIBAN HYDROCHLORIDE,1998,False
O=C1c2cccc(O)c2C(=O)c2c(O)cccc21,CHEMBL53418,DANTHRON,CHEMBL53418,DANTHRON,,True
O=c1[nH]c(=O)n([C@H]2C[C@H](O)[C@@H](CO)O2)cc1F,CHEMBL917,FLOXURIDINE,CHEMBL917,FLOXURIDINE,1970,False
NC(=O)NC(=O)Cc1ccccc1,CHEMBL918,PHENACEMIDE,CHEMBL918,PHENACEMIDE,1951,False
O=C1NC(c2ccccc2)(c2ccccc2)C(=O)N1COP(=O)(O)O,CHEMBL1201336,FOSPHENYTOIN,CHEMBL919;CHEMBL1201336,FOSPHENYTOIN SODIUM;FOSPHENYTOIN,1996,False
C[N+](C)(C)CCO,CHEMBL920,CHOLINE,CHEMBL920;CHEMBL2095207,CHOLINE;CHOLINE C-11,2012,False
CCCN(CCC)C(=O)Cc1c(-c2ccc(Cl)cc2)nc2ccc(Cl)cn12,CHEMBL54349,ALPIDEM,CHEMBL54349,ALPIDEM,,True
CC(C)(C)C(=O)OCOP(=O)(COCCn1cnc2c(N)ncnc21)OCOC(=O)C(C)(C)C,CHEMBL922,ADEFOVIR DIPIVOXIL,CHEMBL922,ADEFOVIR DIPIVOXIL,2002,False
CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(CSc3nc(=O)c(O)nn3C)CS[C@H]12)c1csc(N)n1,CHEMBL161,CEFTRIAXONE,CHEMBL161;CHEMBL6067656,CEFTRIAXONE;CEFTRIAXONE SODIUM,1984,False
O=P(O)(O)C(O)(Cc1cccnc1)P(=O)(O)O,CHEMBL923,RISEDRONIC ACID,CHEMBL923;CHEMBL1654,RISEDRONIC ACID;RISEDRONATE SODIUM,1998,False
O=P(O)(O)C(O)(Cn1ccnc1)P(=O)(O)O,CHEMBL924,ZOLEDRONIC ACID ANHYDROUS,CHEMBL924;CHEMBL4303669,ZOLEDRONIC ACID ANHYDROUS;ZOLEDRONIC ACID,2001,False
CCCCCOc1ccc(-c2ccc(-c3ccc(C(=O)N[C@H]4C[C@@H](O)[C@@H](O)NC(=O)[C@@H]5[C@@H](O)[C@@H](C)CN5C(=O)[C@H]([C@@H](C)O)NC(=O)[C@H]([C@H](O)[C@@H](O)c5ccc(O)cc5)NC(=O)[C@@H]5C[C@@H](O)CN5C(=O)[C@H]([C@@H](C)O)NC4=O)cc3)cc2)cc1,CHEMBL264241,ANIDULAFUNGIN,CHEMBL264241,ANIDULAFUNGIN,2006,False
N[C@@H](Cc1ccc(O)cc1)C(=O)O,CHEMBL925,TYROSINE,CHEMBL925,TYROSINE,1982,False
CC(CCc1ccc(O)cc1)NCCc1ccc(O)c(O)c1,CHEMBL926,DOBUTAMINE,CHEMBL926;CHEMBL1200418,DOBUTAMINE;DOBUTAMINE HYDROCHLORIDE,1978,False
CC(=O)N[C@@H](CC(C)C)C(=O)O,CHEMBL56021,LEVACETYLLEUCINE,CHEMBL56021,LEVACETYLLEUCINE,2024,False
C=CC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)/C(=N\O)c3csc(N)n3)[C@H]2SC1,CHEMBL927,CEFDINIR,CHEMBL927,CEFDINIR,1997,False
N[C@@H](Cc1c[nH]c2ccccc12)C(=O)O,CHEMBL54976,TRYPTOPHAN,CHEMBL54976,TRYPTOPHAN,,True
O=C1CN(/N=C/c2ccc(-c3ccc([N+](=O)[O-])cc3)o2)C(=O)N1,CHEMBL1201288,DANTROLENE,CHEMBL928;CHEMBL1201288,DANTROLENE SODIUM;DANTROLENE,1974,False
NC(=O)N1CCC(CC(=O)N2CCC([C@H]3c4ncc(Br)cc4CCc4cc(Cl)cc(Br)c43)CC2)CC1,CHEMBL298734,LONAFARNIB,CHEMBL298734,LONAFARNIB,2020,False
NC(=O)CC[C@H](N)C(=O)O,CHEMBL930,GLUTAMINE,CHEMBL930,GLUTAMINE,2004,False
CS(=O)(=O)Nc1ccc([N+](=O)[O-])cc1Oc1ccccc1,CHEMBL56367,NIMESULIDE,CHEMBL56367,NIMESULIDE,,True
FC(F)(F)C(Cl)Br,CHEMBL931,HALOTHANE,CHEMBL931,HALOTHANE,1958,False
OCCN(CCO)c1nc(N2CCCCC2)c2nc(N(CCO)CCO)nc(N3CCCCC3)c2n1,CHEMBL932,DIPYRIDAMOLE,CHEMBL932,DIPYRIDAMOLE,1961,False
CC(C)(C(=O)c1cccnc1)c1cccnc1,CHEMBL934,METYRAPONE,CHEMBL934,METYRAPONE,1961,False
OC(CCCN1CCCCC1)(c1ccccc1)c1ccccc1,CHEMBL936,DIPHENIDOL,CHEMBL936;CHEMBL1529,DIPHENIDOL;DIPHENIDOL HYDROCHLORIDE,1967,False
CC(C)c1nc(CN(C)C(=O)N[C@H](C(=O)N[C@@H](Cc2ccccc2)C[C@H](O)[C@H](Cc2ccccc2)NC(=O)OCc2cncs2)C(C)C)cs1,CHEMBL163,RITONAVIR,CHEMBL163,RITONAVIR,1996,False
COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCCN1CCOCC1,CHEMBL939,GEFITINIB,CHEMBL939,GEFITINIB,2003,False
NCC1(CC(=O)O)CCCCC1,CHEMBL940,GABAPENTIN,CHEMBL940,GABAPENTIN,1993,False
O=C(Nc1ccc(Cl)c(Cl)c1)c1cc(Cl)cc(Cl)c1O,CHEMBL291338,"3,3',4',5-TETRACHLOROSALICYLANILIDE",CHEMBL291338,"3,3',4',5-TETRACHLOROSALICYLANILIDE",,True
COC[C@@H](NC(C)=O)C(=O)NCc1ccccc1,CHEMBL58323,LACOSAMIDE,CHEMBL58323,LACOSAMIDE,2008,False
Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1Nc1nccc(-c2cccnc2)n1,CHEMBL941,IMATINIB,CHEMBL941;CHEMBL1642,IMATINIB;IMATINIB MESYLATE,2001,False
CN1[C@@H]2CC[C@H]1C[C@@H](OC(=O)c1c[nH]c3ccccc13)C2,CHEMBL56564,TROPISETRON,CHEMBL56564,TROPISETRON,,False
CCCN[C@H]1CCc2nc(N)sc2C1,CHEMBL301265,PRAMIPEXOLE,CHEMBL301265;CHEMBL3182733,PRAMIPEXOLE;PRAMIPEXOLE DIHYDROCHLORIDE,1997,False
CC(=O)Oc1ccc(C(c2ccc(OC(C)=O)cc2)c2ccccn2)cc1,CHEMBL942,BISACODYL,CHEMBL942,BISACODYL,2004,False
CC(/C=C1\SC(=S)N(CC(=O)O)C1=O)=C\c1ccccc1,CHEMBL56337,EPALRESTAT,CHEMBL56337,EPALRESTAT,1992,False
CCN(CC)CCOC(=O)c1ccc(N)cc1Cl,CHEMBL1179047,CHLOROPROCAINE,CHEMBL944;CHEMBL1179047,CHLOROPROCAINE HYDROCHLORIDE;CHLOROPROCAINE,1955,False
N=C(N)NC(=O)c1nc(Cl)c(N)nc1N,CHEMBL945,AMILORIDE,CHEMBL945;CHEMBL1398126,AMILORIDE;AMILORIDE HYDROCHLORIDE,1981,False
CN1CCC(=C2c3ccccc3CCc3cccnc32)CC1,CHEMBL946,AZATADINE,CHEMBL946;CHEMBL3544908,AZATADINE;AZATADINE MALEATE,1977,False
CCOC(=O)CCCCCCCCC(C)c1ccc(I)cc1,CHEMBL951,IOPHENDYLATE,CHEMBL951,IOPHENDYLATE,1982,False
COc1cc(CNC(=O)CCCC/C=C/C(C)C)ccc1O,CHEMBL294199,CAPSAICIN,CHEMBL294199,CAPSAICIN,2009,False
CCN(CC)C(=O)/C(C#N)=C/c1cc(O)c(O)c([N+](=O)[O-])c1,CHEMBL953,ENTACAPONE,CHEMBL953,ENTACAPONE,1998,False
NS(=O)(=O)c1cc2c(cc1Cl)NC(C1CC3C=CC1C3)NS2(=O)=O,CHEMBL61593,CYCLOTHIAZIDE,CHEMBL61593,CYCLOTHIAZIDE,1982,False
CC(C(=O)O)c1ccc(C(=O)c2cccs2)cc1,CHEMBL956,SUPROFEN,CHEMBL956,SUPROFEN,1985,True
COc1ccccc1Oc1c(NS(=O)(=O)c2ccc(C(C)(C)C)cc2)nc(-c2ncccn2)nc1OCCO,CHEMBL957,BOSENTAN,CHEMBL957,BOSENTAN,2001,False
CC(N)C12CC3CC(CC(C3)C1)C2,CHEMBL959,RIMANTADINE,CHEMBL959;CHEMBL535396,RIMANTADINE;RIMANTADINE HYDROCHLORIDE,1993,False
Cc1oncc1C(=O)Nc1ccc(C(F)(F)F)cc1,CHEMBL960,LEFLUNOMIDE,CHEMBL960,LEFLUNOMIDE,1998,False
COc1cc(NS(=O)(=O)c2ccc(N)cc2)nc(OC)n1,CHEMBL62193,SULFADIMETHOXINE,CHEMBL62193;CHEMBL2107253,SULFADIMETHOXINE;SULFADIMETHOXINE SODIUM,,True
CC(N)C(O)c1ccccc1,CHEMBL61006,PHENYLPROPANOLAMINE,CHEMBL61006;CHEMBL1200695;CHEMBL1201535,PHENYLPROPANOLAMINE;PHENYLPROPANOLAMINE HYDROCHLORIDE;PHENYLPROPANOLAMINE POLISTIREX,1958;1984,True
CCCCC[C@H](O)/C=C/[C@@H]1[C@H]2C/C(=C/CCCC(=O)O)O[C@H]2C[C@H]1O,CHEMBL1139,EPOPROSTENOL,CHEMBL962;CHEMBL1139,EPOPROSTENOL SODIUM;EPOPROSTENOL,1995,False
CN1CC[C@]23c4c5ccc(O)c4O[C@H]2C(=O)CC[C@@]3(O)[C@H]1C5,CHEMBL963,OXYMORPHONE,CHEMBL963;CHEMBL1200794,OXYMORPHONE;OXYMORPHONE HYDROCHLORIDE,1959,False
CCN(CC)C(=S)SSC(=S)N(CC)CC,CHEMBL964,DISULFIRAM,CHEMBL964,DISULFIRAM,1951,False
CN1C(=O)C(O)N=C(c2ccccc2)c2cc(Cl)ccc21,CHEMBL967,TEMAZEPAM,CHEMBL967,TEMAZEPAM,1981,False
CCN(CC)CCN1C(=O)CN=C(c2ccccc2F)c2cc(Cl)ccc21,CHEMBL968,FLURAZEPAM,CHEMBL968;CHEMBL3989724,FLURAZEPAM;FLURAZEPAM HYDROCHLORIDE,1970,False
O=C1CN=C(c2ccccc2)c2cc(Cl)ccc2N1CC1CC1,CHEMBL969,PRAZEPAM,CHEMBL969,PRAZEPAM,1982,False
O=C1CN=C(c2ccccc2)c2cc(Cl)ccc2N1CC(F)(F)F,CHEMBL970,HALAZEPAM,CHEMBL970,HALAZEPAM,1981,False
C#CCN(C)[C@H](C)Cc1ccccc1,CHEMBL972,SELEGILINE,CHEMBL972;CHEMBL1200904,SELEGILINE;SELEGILINE HYDROCHLORIDE,1989,False
C/C(O)=C(\C#N)C(=O)Nc1ccc(C(F)(F)F)cc1,CHEMBL973,TERIFLUNOMIDE,CHEMBL973,TERIFLUNOMIDE,2012,False
O=S(=O)(O)CCS,CHEMBL1098319,2-MERCAPTOETHANESULFONIC ACID,CHEMBL975;CHEMBL1098319,MESNA;2-MERCAPTOETHANESULFONIC ACID,1988,False
CCC(C)n1ncn(-c2ccc(N3CCN(c4ccc(OCC5COC(Cn6cncn6)(c6ccc(Cl)cc6Cl)O5)cc4)CC3)cc2)c1=O,CHEMBL64391,ITRACONAZOLE,CHEMBL64391,ITRACONAZOLE,1992,False
CN(C)c1ccc(C(=C2C=CC(=[N+](C)C)C=C2)c2ccc(N(C)C)cc2)cc1,CHEMBL459265,HEXAMETHYL PARAROSANILINE,CHEMBL64894;CHEMBL459265,GENTIAN VIOLET;HEXAMETHYL PARAROSANILINE,1982,True
O=C(C1CCCCC1)N1CC(=O)N2CCc3ccccc3C2C1,CHEMBL976,PRAZIQUANTEL,CHEMBL976,PRAZIQUANTEL,1982,False
C[C@]12CCC(=O)C=C1CC[C@@H]1[C@@H]2[C@@H](O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)COC(=O)CCC(=O)O,CHEMBL977,HYDROCORTISONE HEMISUCCINATE ANHYDROUS,CHEMBL977;CHEMBL1200495,HYDROCORTISONE HEMISUCCINATE ANHYDROUS;HYDROCORTISONE SODIUM SUCCINATE,1955,False
CC(=O)OC(C)C[N+](C)(C)C,CHEMBL978,METHACHOLINE,CHEMBL978;CHEMBL1200764,METHACHOLINE;METHACHOLINE CHLORIDE,1986,False
CCCC(C)(COC(N)=O)COC(N)=O,CHEMBL979,MEPROBAMATE,CHEMBL979,MEPROBAMATE,1955,True
COc1ccccc1OCC(O)CO,CHEMBL980,GUAIFENESIN,CHEMBL980,GUAIFENESIN,2002,False
CC(C)(Oc1ccc(C(=O)c2ccc(Cl)cc2)cc1)C(=O)O,CHEMBL981,FENOFIBRIC ACID,CHEMBL981;CHEMBL1201745,FENOFIBRIC ACID;CHOLINE FENOFIBRATE,2008,False
C=C1CC[C@@]2(O)[C@H]3Cc4ccc(O)c5c4[C@@]2(CCN3CC2CC2)[C@H]1O5,CHEMBL982,NALMEFENE,CHEMBL982;CHEMBL1201152;CHEMBL5315055,NALMEFENE;NALMEFENE HYDROCHLORIDE;NALMEFENE HYDROCHLORIDE DIHYDRATE,1995;2013,False
COc1cc2c(cc1OC)[C@@H](Cc1cc(OC)c(OC)c(OC)c1)[N+](C)(CCCOC(=O)CC/C=C/CCC(=O)OCCC[N+]1(C)CCc3cc(OC)c(OC)cc3[C@H]1Cc1cc(OC)c(OC)c(OC)c1)CC2,CHEMBL1182833,MIVACURIUM,CHEMBL984;CHEMBL1182833,MIVACURIUM CHLORIDE;MIVACURIUM,1992,False
NC(N)=O,CHEMBL985,UREA,CHEMBL985;CHEMBL2096635;CHEMBL2096648,UREA;UREA C 14;UREA C 13,1982;1997;1996,False
N=C1CCCN1Cc1[nH]c(=O)[nH]c(=O)c1Cl,CHEMBL235668,TIPIRACIL,CHEMBL65375;CHEMBL235668,TIPIRACIL HYDROCHLORIDE;TIPIRACIL,2015,False
C#CCN(c1nc(-c2cc(C)c(OC)cc2Cl)c(C)s1)[C@@H](CC1CC1)c1ccc(C)c(F)c1,CHEMBL291657,CRINECERFONT,CHEMBL291657,CRINECERFONT,2024,False
O=C1OC(c2ccc(O)cc2)(c2ccc(O)cc2)c2ccccc21,CHEMBL63857,PHENOLPHTHALEIN,CHEMBL63857,PHENOLPHTHALEIN,,True
CC1=C(/C=C/C(C)=C/C=C/C(C)=C/CO)C(C)(C)CCC1,CHEMBL986,RETINOL,CHEMBL986,RETINOL,1982,False
CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(C[n+]3cccc4c3CCC4)CS[C@H]12)c1csc(N)n1,CHEMBL65794,CEFPIROME,CHEMBL65794;CHEMBL2106076,CEFPIROME;CEFPIROME SULFATE,,False
CC1(C)O[C@@H]2C[C@H]3[C@@H]4C[C@H](F)C5=CC(=O)C=C[C@]5(C)[C@@]4(F)[C@@H](O)C[C@]3(C)[C@]2(C(=O)CO)O1,CHEMBL989,FLUOCINOLONE ACETONIDE,CHEMBL989,FLUOCINOLONE ACETONIDE,1963,False
CN(Cc1ccc(C(C)(C)C)cc1)Cc1cccc2ccccc12,CHEMBL990,BUTENAFINE,CHEMBL990;CHEMBL1200397,BUTENAFINE;BUTENAFINE HYDROCHLORIDE,1996,False
Cn1c(=O)c2c(ncn2CC(=O)O)n(C)c1=O,CHEMBL70246,ACEFYLLINE,CHEMBL70246;CHEMBL2106660,ACEFYLLINE;ACEFYLLINE PIPERAZINE,,False
Cc1cn([C@H]2C=C[C@@H](CO)O2)c(=O)[nH]c1=O,CHEMBL991,STAVUDINE,CHEMBL991,STAVUDINE,1994,False
CCCCc1nc(Cl)c(CO)n1Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1,CHEMBL191,LOSARTAN,CHEMBL995;CHEMBL191,LOSARTAN POTASSIUM;LOSARTAN,1995,False
CO[C@@]1(NC(=O)Cc2cccs2)C(=O)N2C(C(=O)O)=C(COC(N)=O)CS[C@@H]21,CHEMBL996,CEFOXITIN,CHEMBL996;CHEMBL1200530,CEFOXITIN;CEFOXITIN SODIUM,1978,False
O=c1[nH]c(=O)n([C@@H]2O[C@H](CO)[C@@H](O)[C@@H]2O)cc1/C=C/Br,CHEMBL70046,SORIVUDINE,CHEMBL70046,SORIVUDINE,,True
CCCCCN(C)CCC(O)(P(=O)(O)O)P(=O)(O)O,CHEMBL997,IBANDRONIC ACID,CHEMBL997;CHEMBL3989569,IBANDRONIC ACID;IBANDRONATE SODIUM,1996,False
CCOC(=O)N1CCC(=C2c3ccc(Cl)cc3CCc3cccnc32)CC1,CHEMBL998,LORATADINE,CHEMBL998,LORATADINE,1993,False
CCOC(=O)C1=C[C@]2(CC)CCCN3CCc4c(n1c1ccccc41)[C@@H]32,CHEMBL71752,VINPOCETINE,CHEMBL71752,VINPOCETINE,,False
CC(C)(C)c1ccc(C(=O)CCCN2CCC(OC(c3ccccc3)c3ccccc3)CC2)cc1,CHEMBL305660,EBASTINE,CHEMBL305660,EBASTINE,1990,False
O=C(O)COCCN1CCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1,CHEMBL1000,CETIRIZINE,CHEMBL1000;CHEMBL1607273,CETIRIZINE;CETIRIZINE HYDROCHLORIDE,1995,False
CN1C(=O)CC(=O)N(c2ccccc2)c2cc(Cl)ccc21,CHEMBL70418,CLOBAZAM,CHEMBL70418,CLOBAZAM,2005,False
CC(C)(C)NC[C@H](O)c1ccc(O)c(CO)c1,CHEMBL1002,LEVOSALBUTAMOL,CHEMBL1002;CHEMBL1201061;CHEMBL3989693,LEVOSALBUTAMOL;LEVALBUTEROL HYDROCHLORIDE;LEVALBUTEROL TARTRATE,1999;2005,False
CN(C)CCOC(C)(c1ccccc1)c1ccccn1,CHEMBL1004,DOXYLAMINE,CHEMBL1004;CHEMBL1200392,DOXYLAMINE;DOXYLAMINE SUCCINATE,1948,False
CC1=C(C)C(=O)C(C(CCCCCC(=O)O)c2ccccc2)=C(C)C1=O,CHEMBL70972,SERATRODAST,CHEMBL70972,SERATRODAST,1995,False
CCC(=O)N(c1ccccc1)C1(C(=O)OC)CCN(CCC(=O)OC)CC1,CHEMBL1005,REMIFENTANIL,CHEMBL1005;CHEMBL1201120,REMIFENTANIL;REMIFENTANIL HYDROCHLORIDE,1996,False
Cc1c(O)c(=O)ccn1C,CHEMBL70927,DEFERIPRONE,CHEMBL70927,DEFERIPRONE,1999,False
NCCCNCCSP(=O)(O)O,CHEMBL1006,AMIFOSTINE,CHEMBL1006,AMIFOSTINE,1995,False
CC(C)COCC(CN(Cc1ccccc1)c1ccccc1)N1CCCC1,CHEMBL1008,BEPRIDIL,CHEMBL1008;CHEMBL1200382,BEPRIDIL;BEPRIDIL HYDROCHLORIDE,1990,False
N[C@@H](Cc1ccc(O)c(O)c1)C(=O)O,CHEMBL1009,LEVODOPA,CHEMBL1009,LEVODOPA,1970,False
CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(COC(C)=O)CS[C@H]12)c1csc(N)n1,CHEMBL1730,CEFOTAXIME,CHEMBL1010;CHEMBL1730,CEFOTAXIME SODIUM;CEFOTAXIME,1981,False
Cc1cc(C#N)cc(C)c1Oc1nc(Nc2ccc(C#N)cc2)nc(N)c1Br,CHEMBL308954,ETRAVIRINE,CHEMBL308954,ETRAVIRINE,2008,False
CCOc1ccccc1OCC1CNCCO1,CHEMBL306700,VILOXAZINE,CHEMBL306700;CHEMBL2106483,VILOXAZINE;VILOXAZINE HYDROCHLORIDE,2021,False
N[C@@H](C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(Cl)CC[C@H]12)c1ccccc1,CHEMBL1013,LORACARBEF ANHYDROUS,CHEMBL1013;CHEMBL1200610,LORACARBEF ANHYDROUS;LORACARBEF,1991,False
CO[C@@]1(NC(=O)C(C(=O)O)c2ccc(O)cc2)C(=O)N2C(C(=O)O)=C(CSc3nnnn3C)CO[C@@H]21,CHEMBL74632,MOXALACTAM,CHEMBL74632;CHEMBL1200357,MOXALACTAM;MOXALACTAM DISODIUM,1982,False
Cc1cc(C(C)(C)C)cc(C)c1CC1=NCCN1,CHEMBL312448,XYLOMETAZOLINE,CHEMBL312448;CHEMBL1256400,XYLOMETAZOLINE;XYLOMETAZOLINE HYDROCHLORIDE,,False
CCOc1nc2cccc(C(=O)OC(C)OC(=O)OC3CCCCC3)c2n1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1,CHEMBL1014,CANDESARTAN CILEXETIL,CHEMBL1014,CANDESARTAN CILEXETIL,1998,False
Cc1cc(-c2ccc(/N=N/c3ccc4c(S(=O)(=O)O)cc(S(=O)(=O)O)c(N)c4c3O)c(C)c2)ccc1/N=N/c1ccc2c(S(=O)(=O)O)cc(S(=O)(=O)O)c(N)c2c1O,CHEMBL1015,EVANS BLUE FREE ACID,CHEMBL1015;CHEMBL1200712,EVANS BLUE FREE ACID;EVANS BLUE,1982,False
CCCc1nc2c(C)cc(-c3nc4ccccc4n3C)cc2n1Cc1ccc(-c2ccccc2C(=O)O)cc1,CHEMBL1017,TELMISARTAN,CHEMBL1017,TELMISARTAN,1998,False
C/C=C(/C(=C/C)c1ccc(O)cc1)c1ccc(O)cc1,CHEMBL1018,DIENESTROL,CHEMBL1018,DIENESTROL,1947,True
C[C@H](C(=O)O)c1cccc(C(=O)c2ccccc2)c1,CHEMBL75435,DEXKETOPROFEN,CHEMBL75435,DEXKETOPROFEN,1994,False
