canonical_smiles,parent_molecule_chembl_id,parent_pref_name,approved_chembl_ids,approved_pref_names,first_approvals,withdrawn_flags
C[C@]12C=CC(=O)C=C1CC[C@H]1[C@@H]3C[C@@H](O)[C@](O)(C(=O)CO)[C@@]3(C)C[C@H](O)[C@@]12F,CHEMBL1451,TRIAMCINOLONE,CHEMBL1451,TRIAMCINOLONE,1957,False
CCO[C@H](COc1ccc(C(F)(F)F)cc1)CSc1ccc(OCC(=O)O)c(C)c1,CHEMBL230158,SELADELPAR,CHEMBL230158;CHEMBL3989960,SELADELPAR;SELADELPAR LYSINE,2024,False
c1ccc([C@H]2CN3CCSC3=N2)cc1,CHEMBL1454,LEVAMISOLE,CHEMBL1454;CHEMBL1770,LEVAMISOLE;LEVAMISOLE HYDROCHLORIDE,1990,True
CN(C)c1nc(N(C)C)nc(N(C)C)n1,CHEMBL1455,ALTRETAMINE,CHEMBL1455,ALTRETAMINE,1990,False
COc1c(C)c2c(c(O)c1C/C=C(\C)CCC(=O)OCCN1CCOCC1)C(=O)OC2,CHEMBL1456,MYCOPHENOLATE MOFETIL,CHEMBL1456;CHEMBL1200955,MYCOPHENOLATE MOFETIL;MYCOPHENOLATE MOFETIL HYDROCHLORIDE,1995;1998,False
COc1ccc2c3c1O[C@H]1C(=O)CC[C@H]4[C@@H](C2)N(C)CC[C@]314,CHEMBL1457,HYDROCODONE,CHEMBL1457;CHEMBL1201470;CHEMBL3989677,HYDROCODONE;HYDROCODONE POLISTIREX;HYDROCODONE BITARTRATE,1943;1987,False
O=c1[nH]c2ccccc2n1CCN1CCN(c2cccc(C(F)(F)F)c2)CC1,CHEMBL231068,FLIBANSERIN,CHEMBL231068,FLIBANSERIN,2015,False
CCN1CCCC1CNC(=O)c1cc(S(=O)(=O)CC)c(N)cc1OC,CHEMBL243712,AMISULPRIDE,CHEMBL243712,AMISULPRIDE,1986,False
CN[C@]1(c2ccccc2Cl)CCCCC1=O,CHEMBL395091,ESKETAMINE,CHEMBL395091;CHEMBL2364609,ESKETAMINE;ESKETAMINE HYDROCHLORIDE,2019,False
O=c1[nH]cnc2c1ncn2[C@H]1CC[C@@H](CO)O1,CHEMBL1460,DIDANOSINE,CHEMBL1460,DIDANOSINE,1991,False
COc1ccc(-c2cc(=O)c3c(O)cc(O[C@@H]4O[C@H](CO[C@@H]5O[C@@H](C)[C@H](O)[C@@H](O)[C@H]5O)[C@@H](O)[C@H](O)[C@H]4O)cc3o2)cc1O,CHEMBL231884,DIOSMIN,CHEMBL231884,DIOSMIN,,True
Nc1nc(=O)[nH]cc1F,CHEMBL1463,FLUCYTOSINE,CHEMBL1463,FLUCYTOSINE,1971,False
CC(=O)CC(c1ccccc1)c1c(O)c2ccccc2oc1=O,CHEMBL1464,WARFARIN,CHEMBL1464;CHEMBL1200772;CHEMBL1200879,WARFARIN;WARFARIN POTASSIUM;WARFARIN SODIUM,1954;1982,False
CC(=O)CC(c1ccc([N+](=O)[O-])cc1)c1c(O)c2ccccc2oc1=O,CHEMBL397420,ACENOCOUMAROL,CHEMBL397420,ACENOCOUMAROL,,False
CCC(c1ccccc1)c1c(O)c2ccccc2oc1=O,CHEMBL1465,PHENPROCOUMON,CHEMBL1465,PHENPROCOUMON,1957,False
O=c1oc2ccccc2c(O)c1Cc1c(O)c2ccccc2oc1=O,CHEMBL1466,DICUMAROL,CHEMBL1466,DICUMAROL,1944,False
O=S(=O)([O-])[O-].[Na+].[Na+],CHEMBL233406,SODIUM SULFATE ANHYDROUS,CHEMBL233406;CHEMBL3989856,SODIUM SULFATE ANHYDROUS;SODIUM SULFATE,1984,False
CCC[C@H](NC(=O)[C@@H]1[C@H]2CCC[C@H]2CN1C(=O)[C@@H](NC(=O)[C@@H](NC(=O)c1cnccn1)C1CCCCC1)C(C)(C)C)C(=O)C(=O)NC1CC1,CHEMBL231813,TELAPREVIR,CHEMBL231813,TELAPREVIR,2011,False
Oc1ncnc2[nH]ncc12,CHEMBL1467,ALLOPURINOL,CHEMBL1467;CHEMBL1200477,ALLOPURINOL;ALLOPURINOL SODIUM,1966;1996,False
CCc1oc2ccccc2c1C(=O)c1cc(I)c(O)c(I)c1,CHEMBL232201,BENZIODARONE,CHEMBL232201,BENZIODARONE,,True
CN1CCCC(CN2c3ccccc3Sc3ccccc32)C1,CHEMBL395110,MEPAZINE,CHEMBL395110;CHEMBL1712842,MEPAZINE;MEPAZINE ACETATE,,True
CO[C@H]1/C=C/O[C@@]2(C)Oc3c(C)c(O)c4c(c3C2=O)C2=NC3(CCN(CC(C)C)CC3)NC2=C(NC(=O)/C(C)=C\C=C\[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C)C4=O,CHEMBL444633,RIFABUTIN,CHEMBL444633,RIFABUTIN,1992,False
COc1ccc(-n2nc(C(N)=O)c3c2C(=O)N(c2ccc(N4CCCCC4=O)cc2)CC3)cc1,CHEMBL231779,APIXABAN,CHEMBL231779,APIXABAN,2011,False
O=C(O)CCCc1ccccc1,CHEMBL1469,PHENYLBUTANOIC ACID,CHEMBL1469;CHEMBL1746,PHENYLBUTANOIC ACID;SODIUM PHENYLBUTYRATE,1996,False
CO[C@H]1/C=C/O[C@@]2(C)Oc3c(C)c(O)c4c(O)c(cc(O)c4c3C2=O)NC(=O)/C(C)=C\C=C\[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C,CHEMBL437765,RIFAMYCIN,CHEMBL437765;CHEMBL2105680,RIFAMYCIN;RIFAMYCIN SODIUM,2018,False
C[C@@H](O[C@H]1OCCN(Cc2n[nH]c(=O)[nH]2)[C@H]1c1ccc(F)cc1)c1cc(C(F)(F)F)cc(C(F)(F)F)c1,CHEMBL1471,APREPITANT,CHEMBL1471,APREPITANT,2003,False
CC#CCn1c(N2CCC[C@@H](N)C2)nc2c1c(=O)n(Cc1nc(C)c3ccccc3n1)c(=O)n2C,CHEMBL237500,LINAGLIPTIN,CHEMBL237500,LINAGLIPTIN,2011,False
CCC(=O)O[C@]1(C(=O)SCF)[C@H](C)C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,CHEMBL1473,FLUTICASONE PROPIONATE,CHEMBL1473,FLUTICASONE PROPIONATE,1990,False
CC[C@]1(O)C[C@@H]2CN(CCc3c([nH]c4ccccc34)[C@@](C(=O)OC)(c3cc4c(cc3OC)N(C)[C@H]3[C@@](O)(C(N)=O)[C@H](O)[C@]5(CC)C=CCN6CC[C@]43[C@@H]65)C2)C1,CHEMBL238071,VINDESINE,CHEMBL238071;CHEMBL3989543,VINDESINE;VINDESINE SULFATE,,False
Cc1cc2cc3c(C)cc(=O)oc3c(C)c2o1,CHEMBL1475,TRIOXSALEN,CHEMBL1475,TRIOXSALEN,1964,False
COCc1c(C(C)C)nc(C(C)C)c(/C=C/[C@@H](O)C[C@@H](O)CC(=O)O)c1-c1ccc(F)cc1,CHEMBL1477,CERIVASTATIN,CHEMBL1477;CHEMBL1200563,CERIVASTATIN;CERIVASTATIN SODIUM,1997,True
C[C@H](CCC(=O)O)[C@H]1CC[C@H]2[C@@H]3[C@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,CHEMBL240597,CHENODIOL,CHEMBL240597,CHENODIOL,1983,False
C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=Cc5oncc5C[C@]4(C)[C@H]3CC[C@@]21C,CHEMBL1479,DANAZOL,CHEMBL1479,DANAZOL,1976,False
CCOC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1cccc(Cl)c1Cl,CHEMBL1480,FELODIPINE,CHEMBL1480,FELODIPINE,1991,False
CCC1=C(C)CN(C(=O)NCCc2ccc(S(=O)(=O)NC(=O)N[C@H]3CC[C@H](C)CC3)cc2)C1=O,CHEMBL1481,GLIMEPIRIDE,CHEMBL1481,GLIMEPIRIDE,1995,False
CC(C)N(CCCCOCC(=O)NS(C)(=O)=O)c1cnc(-c2ccccc2)c(-c2ccccc2)n1,CHEMBL238804,SELEXIPAG,CHEMBL238804,SELEXIPAG,2015,False
CC(C[N+](C)(C)C)OC(N)=O,CHEMBL1482,BETHANECHOL,CHEMBL1482;CHEMBL1768,BETHANECHOL;BETHANECHOL CHLORIDE,1948,False
CCCSc1ccc2[nH]c(NC(=O)OC)nc2c1,CHEMBL1483,ALBENDAZOLE,CHEMBL1483,ALBENDAZOLE,1996,False
CC(C)c1c(C(=O)Nc2ccccc2)c(-c2ccccc2)c(-c2ccc(F)cc2)n1CC[C@@H](O)C[C@@H](O)CC(=O)O,CHEMBL1487,ATORVASTATIN,CHEMBL393220;CHEMBL1487,ATORVASTATIN CALCIUM;ATORVASTATIN,1996,False
COC(=O)C1=C(C)NC(C)=C(C(=O)OCCN(C)Cc2ccccc2)C1c1cccc([N+](=O)[O-])c1,CHEMBL1484,NICARDIPINE,CHEMBL1484;CHEMBL1200326,NICARDIPINE;NICARDIPINE HYDROCHLORIDE,1988,False
O=C1Nc2ccccc2C1(c1ccc(O)cc1)c1ccc(O)cc1,CHEMBL245807,OXYPHENISATINE,CHEMBL245807,OXYPHENISATINE,,True
CCCc1nn(C)c2c(=O)[nH]c(-c3cc(S(=O)(=O)N4CCN(C)CC4)ccc3OCC)nc12,CHEMBL192,SILDENAFIL,CHEMBL192;CHEMBL1737,SILDENAFIL;SILDENAFIL CITRATE,1998,False
CC[C@@H](Oc1cccc(CN(CCCOc2ccc(OC)cc2)c2nc3ccccc3o2)c1)C(=O)O,CHEMBL247951,PEMAFIBRATE,CHEMBL247951,PEMAFIBRATE,2017,False
CCCSc1nc(N[C@@H]2C[C@H]2c2ccc(F)c(F)c2)c2nnn([C@@H]3C[C@H](OCCO)[C@@H](O)[C@H]3O)c2n1,CHEMBL398435,TICAGRELOR,CHEMBL398435,TICAGRELOR,2010,False
CC(C)OC(=O)OCOP(=O)(CO[C@H](C)Cn1cnc2c(N)ncnc21)OCOC(=O)OC(C)C,CHEMBL1538,TENOFOVIR DISOPROXIL,CHEMBL1486;CHEMBL1538;CHEMBL6068332;CHEMBL6068341,TENOFOVIR DISOPROXIL FUMARATE;TENOFOVIR DISOPROXIL;TENOFOVIR DISOPROXIL MALEATE;TENOFOVIR DISOPROXIL PHOSPHATE,2001;2016,False
Oc1ncc(N(CCCl)CCCl)c(O)n1,CHEMBL1488,URACIL MUSTARD,CHEMBL1488,URACIL MUSTARD,1962,False
Nc1ncn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c(=O)n1,CHEMBL1489,AZACITIDINE,CHEMBL1489,AZACITIDINE,2004,False
N#Cc1ccc2c(c1)N(CCCN1CCC(O)CC1)c1ccccc1S2,CHEMBL251940,PERICIAZINE,CHEMBL251940,PERICIAZINE,,False
CCOC(=O)C1=C(COCCN)NC(C)=C(C(=O)OC)C1c1ccccc1Cl,CHEMBL1491,AMLODIPINE,CHEMBL1491;CHEMBL1200402;CHEMBL1200984;CHEMBL4594262,AMLODIPINE;AMLODIPINE BESYLATE;AMLODIPINE MALEATE;AMLODIPINE BENZOATE,1992;2003;2019,False
CC(Cc1cccc(C(F)(F)F)c1)NCCOC(=O)c1ccccc1,CHEMBL400599,BENFLUOREX,CHEMBL400599,BENFLUOREX,1974,True
CN(Cc1cc(Br)cc(Br)c1N)C1CCCCC1,CHEMBL253376,BROMHEXINE,CHEMBL253376;CHEMBL1319139,BROMHEXINE;BROMHEXINE HYDROCHLORIDE,,False
O=C(COc1ccc(Cl)cc1)N1CCN(Cc2ccc3c(c2)OCO3)CC1,CHEMBL254857,FIPEXIDE,CHEMBL254857,FIPEXIDE,,True
CN1CCC(OC(c2ccccc2)c2ccccc2)CC1,CHEMBL1492,DIPHENYLPYRALINE,CHEMBL1492;CHEMBL1564,DIPHENYLPYRALINE;DIPHENYLPYRALINE HYDROCHLORIDE,1982,False
Cc1c(-c2ccccc2)oc2c(C(=O)OCCN3CCCCC3)cccc2c1=O,CHEMBL1493,FLAVOXATE,CHEMBL1493;CHEMBL1200875,FLAVOXATE;FLAVOXATE HYDROCHLORIDE,1970,False
CCOC(=O)Nc1ccc(NCc2ccc(F)cc2)nc1N,CHEMBL255044,FLUPIRTINE,CHEMBL255044,FLUPIRTINE,,True
CN1CCCN=C1COC(=O)C(O)(c1ccccc1)C1CCCCC1,CHEMBL1495,OXYPHENCYCLIMINE,CHEMBL1495;CHEMBL1200891,OXYPHENCYCLIMINE;OXYPHENCYCLIMINE HYDROCHLORIDE,1982,False
CCCCCCCCNC(C)C(O)c1ccc(SC(C)C)cc1,CHEMBL404849,SULOCTIDIL,CHEMBL404849,SULOCTIDIL,1979,True
COC1=C(OC)C(=O)C(CCCCCCCCCCO)=C(C)C1=O,CHEMBL252556,IDEBENONE,CHEMBL252556,IDEBENONE,2015,False
CC(C)c1nc(N(C)S(C)(=O)=O)nc(-c2ccc(F)cc2)c1/C=C/[C@@H](O)C[C@@H](O)CC(=O)O,CHEMBL1496,ROSUVASTATIN,CHEMBL1496;CHEMBL1744447,ROSUVASTATIN;ROSUVASTATIN CALCIUM,2003,False
CCCCC(=O)O[C@]1(C(=O)CO)[C@@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,CHEMBL1497,BETAMETHASONE VALERATE,CHEMBL1497,BETAMETHASONE VALERATE,1967,False
C[C@H]1O[C@@H](O[C@H]2[C@@H](O)C[C@H](O[C@H]3[C@@H](O)C[C@H](O[C@H]4CC[C@@]5(C)[C@H](CC[C@@H]6[C@@H]5CC[C@]5(C)[C@@H](C7=CC(=O)OC7)CC[C@]65O)C4)O[C@@H]3C)O[C@@H]2C)C[C@H](O)[C@@H]1O,CHEMBL254219,DIGITOXIN,CHEMBL254219,DIGITOXIN,1982,False
CC(=O)OCC(=O)[C@@]12OC(C)(C)O[C@@H]1C[C@H]1[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]12C,CHEMBL1501,FLUOCINONIDE,CHEMBL1501,FLUOCINONIDE,1971,False
CN1CC[C@]23c4c5ccc(O)c4O[C@H]2C(=O)CC[C@H]3[C@H]1C5,CHEMBL398707,HYDROMORPHONE,CHEMBL398707;CHEMBL1237055,HYDROMORPHONE;HYDROMORPHONE HYDROCHLORIDE,1984,False
COC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1ccccc1[N+](=O)[O-],CHEMBL193,NIFEDIPINE,CHEMBL193,NIFEDIPINE,1981,False
COc1ccnc(C[S+]([O-])c2nc3cc(OC(F)F)ccc3[nH]2)c1OC,CHEMBL1502,PANTOPRAZOLE,CHEMBL1502;CHEMBL3989559,PANTOPRAZOLE;PANTOPRAZOLE SODIUM,2000,False
COc1ccc2[nH]c([S+]([O-])Cc3ncc(C)c(OC)c3C)nc2c1,CHEMBL1503,OMEPRAZOLE,CHEMBL1503;CHEMBL1567328,OMEPRAZOLE;OMEPRAZOLE MAGNESIUM,1989;2003,False
CC1(C)O[C@@H]2C[C@H]3[C@@H]4CCC5=CC(=O)C=C[C@]5(C)[C@@]4(F)[C@@H](O)C[C@]3(C)[C@]2(C(=O)CO)O1,CHEMBL1504,TRIAMCINOLONE ACETONIDE,CHEMBL1504,TRIAMCINOLONE ACETONIDE,1960,False
CN(C)CCc1c[nH]c2ccc(CS(=O)(=O)N3CCCC3)cc12,CHEMBL1505,ALMOTRIPTAN,CHEMBL1505;CHEMBL1200521,ALMOTRIPTAN;ALMOTRIPTAN MALATE,2001,False
CN(C)CCC[C@@]1(c2ccc(F)cc2)OCc2cc(C#N)ccc21,CHEMBL1508,ESCITALOPRAM,CHEMBL1508;CHEMBL1200322,ESCITALOPRAM;ESCITALOPRAM OXALATE,2002,False
C[C@]12CCC(=O)C=C1[C@@H]1C[C@@H]1[C@H]1[C@@H]3[C@@H]4C[C@@H]4[C@@]4(CCC(=O)O4)[C@@]3(C)CC[C@@H]12,CHEMBL1509,DROSPIRENONE,CHEMBL1509,DROSPIRENONE,2001,False
CN1CCC[C@@H]1Cc1c[nH]c2ccc(CCS(=O)(=O)c3ccccc3)cc12,CHEMBL1510,ELETRIPTAN,CHEMBL1510;CHEMBL1201003,ELETRIPTAN;ELETRIPTAN HYDROBROMIDE,2002,False
CCCCC(=O)O[C@H]1CC[C@H]2[C@@H]3CCc4cc(O)ccc4[C@H]3CC[C@]12C,CHEMBL1511,ESTRADIOL VALERATE,CHEMBL1511,ESTRADIOL VALERATE,1982,False
CC1(C)O[C@@H]2C[C@H]3[C@@H]4C[C@H](F)C5=CC(=O)C=C[C@]5(C)[C@H]4[C@@H](O)C[C@]3(C)[C@]2(C(=O)CO)O1,CHEMBL1512,FLUNISOLIDE,CHEMBL1512,FLUNISOLIDE,1981,False
C[C@@H]1C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@]2(C)[C@H]1C(=O)CO,CHEMBL251634,FLUOCORTOLONE,CHEMBL251634,FLUOCORTOLONE,,False
CCCCC1=NC2(CCCC2)C(=O)N1Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1,CHEMBL1513,IRBESARTAN,CHEMBL1513;CHEMBL6068339,IRBESARTAN;IRBESARTAN HYDROCHLORIDE,1997;2008,False
CC[C@H](OC(C)=O)C(C[C@H](C)N(C)C)(c1ccccc1)c1ccccc1,CHEMBL1514,LEVOMETHADYL ACETATE,CHEMBL1514;CHEMBL1200817,LEVOMETHADYL ACETATE;LEVOMETHADYL ACETATE HYDROCHLORIDE,1993,True;False
C=C1c2cccc(O)c2C(=O)C2=C(O)[C@]3(O)C(=O)C(C(N)=O)=C(O)[C@@H](N(C)C)[C@@H]3[C@@H](O)[C@H]12,CHEMBL249837,METHACYCLINE,CHEMBL249837;CHEMBL2146123,METHACYCLINE;METHACYCLINE HYDROCHLORIDE,1982,False
Cn1ccnc1S,CHEMBL1515,METHIMAZOLE,CHEMBL1515,METHIMAZOLE,1950,False
CN(C)[C@@H]1C(O)=C(C(N)=O)C(=O)[C@@]2(O)C(O)=C3C(=O)c4c(O)cccc4[C@@](C)(O)[C@H]3[C@H](O)[C@@H]12,CHEMBL1517,OXYTETRACYCLINE,CHEMBL1517;CHEMBL1607480;CHEMBL3989568,OXYTETRACYCLINE;OXYTETRACYCLINE HYDROCHLORIDE;OXYTETRACYCLINE CALCIUM,1964;1982,False
CCCc1cc(=O)[nH]c(=S)[nH]1,CHEMBL1518,PROPYLTHIOURACIL,CHEMBL1518,PROPYLTHIOURACIL,1947,False
CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1[C@H](C(=O)O)C[C@H]2CCCC[C@@H]21,CHEMBL1519,TRANDOLAPRIL,CHEMBL1519,TRANDOLAPRIL,1996,False
CCN(C(C)=O)c1cccc(-c2ccnc3c(C#N)cnn23)c1,CHEMBL1521,ZALEPLON,CHEMBL1521,ZALEPLON,1999,False
CN1CCN(C(=O)O[C@H]2c3nccnc3C(=O)N2c2ccc(Cl)cn2)CC1,CHEMBL1522,ESZOPICLONE,CHEMBL1522,ESZOPICLONE,2004,False
CCN[C@@H](C)Cc1cccc(C(F)(F)F)c1,CHEMBL248702,DEXFENFLURAMINE,CHEMBL248702;CHEMBL1887891,DEXFENFLURAMINE;DEXFENFLURAMINE HYDROCHLORIDE,,True
CSc1ccc(C(=O)c2[nH]c(=O)[nH]c2C)cc1,CHEMBL249856,ENOXIMONE,CHEMBL249856,ENOXIMONE,,False
CC1(C)C(C=C(Cl)Cl)C1C(=O)OCc1cccc(Oc2ccccc2)c1,CHEMBL1525,PERMETHRIN,CHEMBL1525,PERMETHRIN,1986,True
C[C@]12CC[C@H](O)CC1=CC[C@@H]1[C@@H]2CC[C@]2(C)C(c3cccnc3)=CC[C@@H]12,CHEMBL254328,ABIRATERONE,CHEMBL254328,ABIRATERONE,,False
Cc1nnc(C(=O)NC(C)(C)c2nc(C(=O)NCc3ccc(F)cc3)c(O)c(=O)n2C)o1,CHEMBL254316,RALTEGRAVIR,CHEMBL254316;CHEMBL518520,RALTEGRAVIR;RALTEGRAVIR POTASSIUM,2007,False
N[C@]1(C(=O)O)C[C@@H](F)C1,CHEMBL1908917,FLUCICLOVINE,CHEMBL254468;CHEMBL1908917,FLUCICLOVINE F18;FLUCICLOVINE,2016,False
Cc1ccc(Nc2c(F)cccc2Cl)c(CC(=O)O)c1,CHEMBL404108,LUMIRACOXIB,CHEMBL404108,LUMIRACOXIB,2005,True
CC1CCC(C(C)C)C(O)C1,CHEMBL256087,MENTHOL,CHEMBL256087,MENTHOL,2008,False
[F-].[Na+],CHEMBL1528,SODIUM FLUORIDE,CHEMBL1528;CHEMBL1200744,SODIUM FLUORIDE;SODIUM FLUORIDE F 18,1972,False
O=C(O)c1cccc(-c2noc(-c3ccccc3F)n2)c1,CHEMBL256997,ATALUREN,CHEMBL256997,ATALUREN,2014,False
CC[C@@]1([C@@H]2O[C@@H]([C@H]3O[C@@](O)(CO)[C@H](C)C[C@@H]3C)C[C@@H]2C)CC[C@H]([C@]2(C)CC[C@]3(C[C@H](O)[C@@H](C)[C@@H]([C@@H](C)[C@@H](OC)[C@H](C)C(=O)O)O3)O2)O1,CHEMBL256105,MONENSIN,CHEMBL256105;CHEMBL5314365,MONENSIN;MONENSIN SODIUM,,False
Cc1cn(-c2cc(NC(=O)c3ccc(C)c(Nc4nccc(-c5cccnc5)n4)c3)cc(C(F)(F)F)c2)cn1,CHEMBL255863,NILOTINIB,CHEMBL255863;CHEMBL1201740,NILOTINIB;NILOTINIB HYDROCHLORIDE MONOHYDRATE,2007,False
CCN(CC)C(=O)C1(c2ccccc2)CC1CN,CHEMBL259209,MILNACIPRAN,CHEMBL259209;CHEMBL4297064,MILNACIPRAN;MILNACIPRAN HYDROCHLORIDE,2009,False
CC(C)c1c(O)cc(/C=C/c2ccccc2)cc1O,CHEMBL259571,TAPINAROF,CHEMBL259571,TAPINAROF,2022,False
C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3C(=C)C[C@@]21CC,CHEMBL1531,ETONOGESTREL,CHEMBL1531,ETONOGESTREL,2001,False
CCC1NC(=O)c2cc(S(N)(=O)=O)c(Cl)cc2N1,CHEMBL1532,QUINETHAZONE,CHEMBL1532,QUINETHAZONE,1963,False
C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CCCC[C@@H]4[C@H]3C(=C)C[C@@]21CC,CHEMBL1533,DESOGESTREL,CHEMBL1533,DESOGESTREL,1992,False
Cc1cc2nc3c(=O)[nH]c(=O)nc-3n(C[C@H](O)[C@H](O)[C@H](O)CO)c2cc1C,CHEMBL1534,RIBOFLAVIN,CHEMBL1534,RIBOFLAVIN,1993,False
C[C@H]1CC(=O)C[C@@H]2CC[C@H]3[C@@H]4CC[C@H](O)[C@@]4(C)CC[C@@H]3[C@]21C,CHEMBL258918,MESTEROLONE,CHEMBL258918,MESTEROLONE,,False
COc1ccc(-c2noc(CC(=O)O)c2-c2ccc(OC)cc2)cc1,CHEMBL259972,MOFEZOLAC,CHEMBL259972,MOFEZOLAC,1994,False
CCN(CCO)CCCC(C)Nc1ccnc2cc(Cl)ccc12,CHEMBL1535,HYDROXYCHLOROQUINE,CHEMBL1535;CHEMBL1690,HYDROXYCHLOROQUINE;HYDROXYCHLOROQUINE SULFATE,1955,False
C=C1CC[C@H](O)C/C1=C/C=C1\CCC[C@]2(C)[C@@H]([C@H](C)/C=C/[C@H](C)C(C)C)CC[C@@H]12,CHEMBL1536,ERGOCALCIFEROL,CHEMBL1536,ERGOCALCIFEROL,1941,False
C=C1c2c(Cl)ccc(O)c2C(=O)C2=C(O)[C@]3(O)C(=O)C(C(N)=O)=C(O)[C@@H](N(C)C)[C@@H]3[C@@H](O)[C@H]12.O=C(O)c1cc(S(=O)(=O)O)ccc1O,CHEMBL261772,MECLOCYCLINE SULFOSALICYLATE,CHEMBL261772,MECLOCYCLINE SULFOSALICYLATE,1982,False
CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](NC(=O)N3CCNC3=O)c3ccccc3)C(=O)N2[C@H]1C(=O)O,CHEMBL1537,AZLOCILLIN,CHEMBL1537;CHEMBL1201041,AZLOCILLIN;AZLOCILLIN SODIUM,1982,False
COc1ncnc(NS(=O)(=O)c2ccc(N)cc2)c1OC,CHEMBL1539,SULFADOXINE,CHEMBL1539,SULFADOXINE,1981,False
Nc1nc(O)c2ncn(CCC(CO)CO)c2n1,CHEMBL1540,PENCICLOVIR,CHEMBL1540;CHEMBL2079793,PENCICLOVIR;PENCICLOVIR SODIUM,1996,False
C=CC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)/C(=N\OCC(=O)O)c3csc(N)n3)[C@H]2SC1,CHEMBL1541,CEFIXIME,CHEMBL1541,CEFIXIME,1989,False
Cn1cnc([N+](=O)[O-])c1Sc1ncnc2[nH]cnc12,CHEMBL1542,AZATHIOPRINE,CHEMBL1542;CHEMBL1200400,AZATHIOPRINE;AZATHIOPRINE SODIUM,1968;1974,False
CC(=O)O[C@]1(C(C)=O)CC[C@H]2[C@@H]3CCC4=CC(=O)CCC4=C3[C@@H](c3ccc(N(C)C)cc3)C[C@@]21C,CHEMBL260538,ULIPRISTAL ACETATE,CHEMBL260538,ULIPRISTAL ACETATE,2009,True
N[C@@H](Cc1cc(I)c(Oc2ccc(O)c(I)c2)c(I)c1)C(=O)O,CHEMBL1544,LIOTHYRONINE,CHEMBL1544;CHEMBL1201119,LIOTHYRONINE;LIOTHYRONINE SODIUM,1956,False
O=C(/C=C/c1cccc(S(=O)(=O)Nc2ccccc2)c1)NO,CHEMBL408513,BELINOSTAT,CHEMBL408513,BELINOSTAT,2014,False
C[C@H]1CN(C[C@H](Cc2ccccc2)C(=O)NCC(=O)O)CC[C@@]1(C)c1cccc(O)c1,CHEMBL270190,ALVIMOPAN,CHEMBL270190,ALVIMOPAN,2008,False
CC(N)Cc1ccc(O)cc1,CHEMBL1546,HYDROXYAMPHETAMINE,CHEMBL1546;CHEMBL1200705,HYDROXYAMPHETAMINE;HYDROXYAMPHETAMINE HYDROBROMIDE,1969,False
Cc1ncc(C[n+]2csc(CCO)c2C)c(N)n1,CHEMBL1547,THIAMINE ION,CHEMBL1547;CHEMBL1588;CHEMBL1200941,THIAMINE ION;THIAMINE;THIAMINE HYDROCHLORIDE,1982;1985,False
Cc1nnc(C(C)C)n1[C@H]1C[C@H]2CC[C@@H](C1)N2CC[C@H](NC(=O)C1CCC(F)(F)CC1)c1ccccc1,CHEMBL256907,MARAVIROC,CHEMBL256907,MARAVIROC,2007,False
CC(=O)O[C@H]1CC[C@@]2(C)C(=CC[C@@H]3[C@@H]2CC[C@]2(C)C(c4cccnc4)=CC[C@@H]32)C1,CHEMBL271227,ABIRATERONE ACETATE,CHEMBL271227,ABIRATERONE ACETATE,2011,False
CN(C)[C@@H]1C(O)=C(C(N)=O)C(=O)[C@@]2(O)C(O)=C3C(=O)c4c(O)ccc(Cl)c4[C@@](C)(O)[C@H]3C[C@@H]12,CHEMBL404520,CHLORTETRACYCLINE,CHEMBL404520;CHEMBL2146063,CHLORTETRACYCLINE;CHLORTETRACYCLINE HYDROCHLORIDE,1950,False
CN(C(=O)/C=C/c1ccoc1)[C@@H]1CC[C@@]2(O)[C@H]3Cc4ccc(O)c5c4[C@@]2(CCN3CC2CC2)[C@H]1O5,CHEMBL267495,NALFURAFINE,CHEMBL267495;CHEMBL490665,NALFURAFINE;NALFURAFINE HYDROCHLORIDE,2009,False
