canonical_smiles,molecule_chembl_ids,parent_molecule_chembl_ids,activity_ids,document_chembl_ids,pchembl_values
Cc1ccc2c(O)c(C(=O)NCc3ccc(Cl)cc3)cnc2n1,CHEMBL195522,CHEMBL195522,1604935;1604937,CHEMBL1143448;CHEMBL1143448,6.68;6.82
Cc1ccc2c(O)c(C(=O)NC3CCCCC3)cnc2n1,CHEMBL373317,CHEMBL373317,1604949;1604951,CHEMBL1143448;CHEMBL1143448,6.03;6.08
Cc1ccc2c(O)c(C(=O)NC3CCC(C)CC3)cnc2n1,CHEMBL194704,CHEMBL194704,1604953;1604955,CHEMBL1143448;CHEMBL1143448,6.41;6.44
Cc1ccc2c(O)c(C(=O)NCCC(C)C)cnc2n1,CHEMBL194860,CHEMBL194860,1604959,CHEMBL1143448,6.19
Cc1ccc2c(O)c(C(=O)NCc3ccc(F)cc3)cnc2n1,CHEMBL196665,CHEMBL196665,1604961;1604963,CHEMBL1143448;CHEMBL1143448,6.7;6.94
COc1ccc(CNC(=O)c2cnc3nc(C)ccc3c2O)cc1,CHEMBL197359,CHEMBL197359,1604965,CHEMBL1143448,6.13
Cc1ccc(CNC(=O)c2cnc3nc(C)ccc3c2O)cc1,CHEMBL194956,CHEMBL194956,1604969;1604971,CHEMBL1143448;CHEMBL1143448,6.73;6.8
Cc1ccc2c(O)c(C(=O)NCCc3ccccc3)cnc2n1,CHEMBL371131,CHEMBL371131,1604973;1604975,CHEMBL1143448;CHEMBL1143448,6.85;6.82
Cc1ccc2c(O)c(C(=O)NCc3ccco3)cnc2n1,CHEMBL196138,CHEMBL196138,1604977;1604979,CHEMBL1143448;CHEMBL1143448,7.35;7.46
Cc1ccc2c(O)c(C(=O)NC(C)c3ccccc3)cnc2n1,CHEMBL383134,CHEMBL383134,1604981;1604983,CHEMBL1143448;CHEMBL1143448,6.92;6.94
Cc1ccc2c(O)c(C(=O)NCc3ccc([N+](=O)[O-])cc3)cnc2n1,CHEMBL194696,CHEMBL194696,1604985,CHEMBL1143448,7.0
Cc1ccc2c(O)c(C(=O)NCc3ccc(N)cc3)cnc2n1,CHEMBL193509,CHEMBL193509,1604991,CHEMBL1143448,6.84
Cc1ccc2c(O)c(C(=O)NCc3ccc(NC(=O)c4ccccc4)cc3)cnc2n1,CHEMBL263819,CHEMBL263819,1604995,CHEMBL1143448,6.23
Cc1ccc2c(O)c(CC(=O)NCc3ccccc3)cnc2n1,CHEMBL198874,CHEMBL198874,1605003,CHEMBL1143448,6.06
Nc1ccc2c(O)c(C(=O)NCc3ccc(Cl)cc3)cnc2n1,CHEMBL196306,CHEMBL196306,1605005;1605007,CHEMBL1143448;CHEMBL1143448,6.27;6.3
Nc1ccc2c(O)c(C(=O)NCc3ccccc3)cnc2n1,CHEMBL196375,CHEMBL196375,1605009;1605011,CHEMBL1143448;CHEMBL1143448,6.52;6.8
O=C(NCc1ccccc1)c1cnc2nc(Cl)ccc2c1O,CHEMBL194539,CHEMBL194539,1605017,CHEMBL1143448,7.17
CN(C)c1ccc2c(O)c(C(=O)NCc3ccccc3)cnc2n1,CHEMBL194452,CHEMBL194452,1605036,CHEMBL1143448,7.24
Cn1c(-n2nccn2)nc2c(N)ncnc21,CHEMBL194728,CHEMBL194728,1610958,CHEMBL1140374,7.33
Cc1nc(N)c2nc(-n3nccn3)n(C)c2n1,CHEMBL194290,CHEMBL194290,1610962,CHEMBL1140374,7.15
CCCCc1nc(N)c2nc(-n3nccn3)n(C)c2n1,CHEMBL197669,CHEMBL197669,1610967;2563420;13300521;13356853;13356861;14645627,CHEMBL1140374;CHEMBL1155896;CHEMBL2380258;CHEMBL2396554;CHEMBL2396554;CHEMBL3259781,8.18;8.18;8.18;6.37;7.97;8.18
CCCCCc1nc(N)c2nc(-n3nccn3)n(C)c2n1,CHEMBL196258,CHEMBL196258,1611011,CHEMBL1140374,8.48
Cn1c(-n2nccn2)nc2c(N)nc(CCc3ccccc3)nc21,CHEMBL196259,CHEMBL196259,1611055,CHEMBL1140374,8.33
CC(C)c1nc(N)c2nc(-n3nccn3)n(C)c2n1,CHEMBL195001,CHEMBL195001,1611060,CHEMBL1140374,6.32
CCCc1nc(N)c2nc(-n3nccn3)n(C)c2n1,CHEMBL198942,CHEMBL198942,1611064,CHEMBL1140374,7.08
Cn1c(-n2nccn2)nc2c(N)nccc21,CHEMBL198200,CHEMBL198200,1611069,CHEMBL1140374,7.29
Cc1cc2c(nc(-n3nccn3)n2C)c(N)n1,CHEMBL197682,CHEMBL197682,1611074,CHEMBL1140374,6.92
CCNC(=O)[C@H]1OC(n2cnc3c(N)nc(NCCc4ccc(CCC(=O)O)cc4)nc32)[C@H](O)[C@@H]1O.Cl,CHEMBL1204225,CHEMBL291471,1611079,CHEMBL1140374,7.29
O=c1[nH]c(=O)c2nc3ccccc3nc2[nH]1,CHEMBL68500,CHEMBL68500,1611087,CHEMBL1140374,6.03
CCn1c(=O)c2c(nc(/C=C/c3ccc(OC)c(OC)c3)n2C)n(CC)c1=O,CHEMBL431770,CHEMBL431770,1611097;2067981;2677384;3424226;5207175;6284468;12046005;12629440;13298556;13299675;13300512;13848917;14645598;15166816;18694861;18725598;19487795;22756949;24710026;24772316,CHEMBL1140374;CHEMBL1140734;CHEMBL1151872;CHEMBL1221257;CHEMBL1671809;CHEMBL1800001;CHEMBL2150901;CHEMBL2311471;CHEMBL2380255;CHEMBL2380255;CHEMBL2380258;CHEMBL3091303;CHEMBL3259781;CHEMBL3399957;CHEMBL4251607;CHEMBL4257504;CHEMBL4480426;CHEMBL4699449;CHEMBL5108007;CHEMBL5126505,8.66;8.22;7.44;7.14;7.14;6.7;7.04;7.32;7.44;7.04;7.92;7.92;7.92;7.14;7.92;7.92;7.04;7.44;7.92;7.92
Nc1nc2ccc(Cl)cc2n2nc(-c3ccccc3)nc12,CHEMBL200835,CHEMBL200835,1652679,CHEMBL1140434,6.79
c1ccc2nc(-c3nc4ccccc4[nH]3)cnc2c1,CHEMBL200636,CHEMBL200636,1653055;2110360,CHEMBL1141186;CHEMBL1143166,6.25;6.25
CCc1nc2c([nH]1)c1nc(C)[nH]c1c1nc(CC)[nH]c12,CHEMBL372580,CHEMBL372580,1653067,CHEMBL1141186,6.48
CCc1nc2c([nH]1)c1nc(CC)[nH]c1c1nc(CC)[nH]c21,CHEMBL198461,CHEMBL198461,1653070,CHEMBL1141186,6.14
Cc1cccc2[nH]c(-c3cnc4ccccc4n3)nc12,CHEMBL198779,CHEMBL198779,1653082;2110364;12139207,CHEMBL1141186;CHEMBL1143166;CHEMBL2177029,6.08;6.08;6.08
CCCn1c(=O)c2[nH]c(-c3cnn(Cc4cc(-c5ccccc5)on4)c3)nc2n(CCC)c1=O,CHEMBL252245,CHEMBL252245,1665399;2078446,CHEMBL1147761;CHEMBL1141482,6.38;6.38
CCNC(=O)[C@H]1S[C@@H](n2cnc3c(NC4CC4)nc(Cl)nc32)[C@H](O)[C@@H]1O,CHEMBL200705,CHEMBL200705,1668863,CHEMBL1148606,6.22
O=C(NC1CC1)[C@H]1S[C@@H](n2cnc3c(NC4CC4)nc(Cl)nc32)[C@H](O)[C@@H]1O,CHEMBL381868,CHEMBL381868,1668867,CHEMBL1148606,6.49
CNC(=O)[C@H]1S[C@@H](n2cnc3c(NC4CCCC4)nc(Cl)nc32)[C@H](O)[C@@H]1O,CHEMBL381408,CHEMBL381408,1668879,CHEMBL1148606,6.04
CCNC(=O)[C@H]1S[C@@H](n2cnc3c(NC4CCCC4)nc(Cl)nc32)[C@H](O)[C@@H]1O,CHEMBL202189,CHEMBL202189,1668883,CHEMBL1148606,6.83
CCNC(=O)[C@H]1S[C@@H](n2cnc3c(NCc4cccc(I)c4)nc(Cl)nc32)[C@H](O)[C@@H]1O,CHEMBL200854,CHEMBL200854,1668891,CHEMBL1148606,6.54
O=C(NC1CC1)[C@H]1S[C@@H](n2cnc3c(NCc4cccc(I)c4)nc(Cl)nc32)[C@H](O)[C@@H]1O,CHEMBL370446,CHEMBL370446,1668899,CHEMBL1148606,6.49
O=C(NC1CCC1)[C@H]1S[C@@H](n2cnc3c(NCc4cccc(I)c4)nc(Cl)nc32)[C@H](O)[C@@H]1O,CHEMBL200407,CHEMBL200407,1668907,CHEMBL1148606,6.26
CCNC(=O)[C@H]1S[C@@H](n2cnc3c(NCc4ccccc4C)nc(Cl)nc32)[C@H](O)[C@@H]1O,CHEMBL200099,CHEMBL200099,1668943,CHEMBL1148606,6.37
Cc1ccccc1CNc1nc(Cl)nc2c1ncn2[C@@H]1S[C@H](C(=O)NC2CC2)[C@@H](O)[C@H]1O,CHEMBL200072,CHEMBL200072,1668951,CHEMBL1148606,6.7
CCCn1c(=O)c2nc(-c3ccc(OCC(=O)c4ccc(I)cc4)cc3)[nH]c2n(CCC)c1=O,CHEMBL201022,CHEMBL201022,1673815,CHEMBL1148617,8.67
Cn1c(=O)c2[nH]c(-c3cccc(OCC(=O)Nc4ccccc4)c3)cc2n(C)c1=O,CHEMBL199330,CHEMBL199330,1673816,CHEMBL1148617,6.69
COCCCn1c(=O)n(C)c(=O)c2[nH]c(-c3ccc(OCC(=O)NC4CCCC4)cc3)cc21,CHEMBL438071,CHEMBL438071,1673817,CHEMBL1148617,6.37
CCCn1c(=O)c2[nH]c(-c3ccc(OCC(=O)Nc4ccc(Br)cc4)cc3)cc2n(CCC)c1=O,CHEMBL201145,CHEMBL201145,1673818;2472369,CHEMBL1148617;CHEMBL1142545,7.51;7.51
Cn1c(=O)c2[nH]c(-c3ccc(OCC(=O)NCc4ccco4)cc3)cc2n(C)c1=O,CHEMBL201796,CHEMBL201796,1673831,CHEMBL1148617,6.5
COCCCn1c(=O)n(C)c(=O)c2[nH]c(-c3ccc(OCC(=O)Nc4ccccc4)cc3)cc21,CHEMBL201554,CHEMBL201554,1673832,CHEMBL1148617,6.92
CCCn1c(=O)c2nc(-c3ccc(OCC(=O)c4ccc(I)cc4)cn3)[nH]c2n(CCC)c1=O,CHEMBL201407,CHEMBL201407,1673842,CHEMBL1148617,7.96
CCCn1c(=O)c2[nH]c(-c3ccc(OCC(=O)c4c(NC(=O)O)n(C)c(=O)n(C)c4=O)cc3)cc2n(CCC)c1=O,CHEMBL199280,CHEMBL199280,1673843,CHEMBL1148617,7.1
CCCn1c(=O)n(C)c(=O)c2[nH]c(-c3ccc(OCC(=O)Nc4ccccc4)cc3)cc21,CHEMBL380481,CHEMBL380481,1673844,CHEMBL1148617,6.71
CCCn1c(=O)c2[nH]c(-c3ccc(OCC(=O)Nc4ccccc4F)cc3)c(Cl)c2n(CCC)c1=O,CHEMBL381473,CHEMBL381473,1673988,CHEMBL1148617,6.14
CCCn1c(=O)c2[nH]c(-c3ccc(OCC(=O)Nc4ccc([N+](C)(C)C)cc4)cc3)cc2n(CCC)c1=O,CHEMBL201447,CHEMBL201447,1673989,CHEMBL1148617,6.15
CCCn1c(=O)c2[nH]c(-c3ccc(OCC(=O)Nc4ccccc4Cl)cc3)c(Cl)c2n(CCC)c1=O,CHEMBL203359,CHEMBL203359,1673990,CHEMBL1148617,6.58
CCCn1c(=O)c2[nH]c(-c3ccc(OCC(=O)Nc4ccc(C=O)cc4)cc3)cc2n(CCC)c1=O,CHEMBL201024,CHEMBL201024,1673991,CHEMBL1148617,6.31
CCCn1c(=O)c2[nH]c(-c3ccc(OCC(=O)Nc4cccc(F)c4)cc3)c(Cl)c2n(CCC)c1=O,CHEMBL201679,CHEMBL201679,1673992,CHEMBL1148617,6.61
CCCn1c(=O)c2[nH]c(-c3ccc(OCC(=O)Nc4ccc(CC(=O)OCC)cc4)cc3)cc2n(CCC)c1=O,CHEMBL199722,CHEMBL199722,1673993,CHEMBL1148617,6.62
CCCn1c(=O)c2[nH]c(-c3ccc(OCC(=O)Nc4ccc(C(=O)OCC)cc4)cc3)cc2n(CCC)c1=O,CHEMBL199898,CHEMBL199898,1673994,CHEMBL1148617,7.0
CCCn1c(=O)c2[nH]c(-c3ccc(OCC(=O)Nc4ccc(C(C)=O)cc4)cc3)c(Cl)c2n(CCC)c1=O,CHEMBL199834,CHEMBL199834,1673995,CHEMBL1148617,7.07
CCCn1c(=O)c2[nH]c(-c3ccc(OCC(=O)Nc4ccccc4)cc3)c(Cl)c2n(CCC)c1=O,CHEMBL199327,CHEMBL199327,1673996,CHEMBL1148617,7.13
CCCn1c(=O)c2[nH]c(-c3ccc(OCC(=O)Nc4ccc(C5=NC(C)(C)CO5)cc4)cc3)cc2n(CCC)c1=O,CHEMBL198294,CHEMBL198294,1673997,CHEMBL1148617,7.04
CCCn1c(=O)c2[nH]c(-c3ccc(OCC(=O)Nc4ccc(O)cc4)cc3)cc2n(CCC)c1=O,CHEMBL199399,CHEMBL199399,1673998,CHEMBL1148617,7.25
CCCn1c(=O)c2[nH]c(-c3ccc(OCC(=O)Nc4ccc(CC(=O)O)cc4)cc3)cc2n(CCC)c1=O,CHEMBL370629,CHEMBL370629,1673999,CHEMBL1148617,6.65
CCCn1c(=O)c2nc(-c3ccc(OCC(N)=O)cc3)[nH]c2n(CCC)c1=O,CHEMBL27043,CHEMBL27043,1674000,CHEMBL1148617,6.77
CCCn1c(=O)c2[nH]c(-c3ccc(OCC(=O)Nc4ccc(F)cc4)cc3)c(Cl)c2n(CCC)c1=O,CHEMBL199326,CHEMBL199326,1674001,CHEMBL1148617,7.39
CCCn1c(=O)c2[nH]c(-c3ccc(OCC(=O)Nc4ccc(OC)cc4)cc3)c(Cl)c2n(CCC)c1=O,CHEMBL425395,CHEMBL425395,1674002,CHEMBL1148617,7.35
CCCn1c(=O)c2[nH]c(-c3ccc(OCC(=O)Nc4ccc(C(N)=O)cc4)cc3)cc2n(CCC)c1=O,CHEMBL201791,CHEMBL201791,1674003,CHEMBL1148617,7.62
CCCn1c(=O)c2[nH]c(-c3ccc(OCC(=O)Nc4ccccc4)cc3)c(Br)c2n(CCC)c1=O,CHEMBL203030,CHEMBL203030,1674004,CHEMBL1148617,7.37
CCCn1c(=O)c2[nH]c(-c3ccc(OCC(=O)Nc4ccc(Br)cc4)cc3)c(Cl)c2n(CCC)c1=O,CHEMBL201321,CHEMBL201321,1674005,CHEMBL1148617,6.9
CCCn1c(=O)c2[nH]c(-c3ccc(OCC(=O)Nc4ccc(Cl)cc4)cc3)c(Cl)c2n(CCC)c1=O,CHEMBL203148,CHEMBL203148,1674006,CHEMBL1148617,7.05
CCCn1c(=O)c2[nH]c(-c3ccc(OCC(=O)Nc4ccc(I)cc4)cc3)cc2n(CCC)c1=O,CHEMBL381522,CHEMBL381522,1674008,CHEMBL1148617,6.8
CCCn1c(=O)c2[nH]c(-c3ccc(OCC(=O)Nc4ccccc4O)cc3)cc2n(CCC)c1=O,CHEMBL383321,CHEMBL383321,1674009,CHEMBL1148617,7.49
CCCn1c(=O)c2[nH]c(-c3ccc(OCC(=O)Nc4ccc(C)cc4)cc3)c(Cl)c2n(CCC)c1=O,CHEMBL201054,CHEMBL201054,1674010,CHEMBL1148617,7.49
CCCn1c(=O)c2[nH]c(-c3ccc(OCC(=O)Nc4ccc(S(=O)(=O)c5ccccc5)cc4)cc3)cc2n(CCC)c1=O,CHEMBL201042,CHEMBL201042,1674011,CHEMBL1148617,6.55
CCCn1c(=O)c2[nH]c(-c3ccc(OCC(=O)Nc4ccc(-c5ccccc5)cc4)cc3)cc2n(CCC)c1=O,CHEMBL199583,CHEMBL199583,1674012,CHEMBL1148617,7.16
CCCn1c(=O)c2[nH]c(-c3ccc(OCC(=O)Nc4ccc(NC(C)=O)cc4)cc3)cc2n(CCC)c1=O,CHEMBL200967,CHEMBL200967,1674013,CHEMBL1148617,7.2
CCCn1c(=O)c2[nH]c(-c3ccc(OCC(=O)Nc4ccc(F)cc4)cc3)c(Br)c2n(CCC)c1=O,CHEMBL202359,CHEMBL202359,1674014,CHEMBL1148617,7.7
CCCn1c(=O)c2[nH]c(-c3ccc(OCC(=O)Nc4ccc(C(=O)NCCc5ccc(OC)cc5)cc4)cc3)cc2n(CCC)c1=O,CHEMBL377434,CHEMBL377434,1674015,CHEMBL1148617,6.37
CCCn1c(=O)c2[nH]c(-c3ccc(OCC(=O)Nc4ccc(OC)cc4)cc3)cc2n(CCC)c1=O,CHEMBL202358,CHEMBL202358,1674016,CHEMBL1148617,7.7
CCCn1c(=O)c2[nH]c(-c3ccc(OCC(=O)Nc4ccc(CC#N)cc4)cc3)cc2n(CCC)c1=O,CHEMBL381540,CHEMBL381540,1674017,CHEMBL1148617,7.4
CCCn1c(=O)c2[nH]c(-c3ccc(OC(CC)C(=O)Nc4ccccc4)cc3)cc2n(CCC)c1=O,CHEMBL198338,CHEMBL198338,1674018,CHEMBL1148617,7.59
CCCn1c(=O)c2[nH]c(-c3ccc(OCC(=O)Nc4ccccc4)cc3)cc2n(CCC)c1=O,CHEMBL202665,CHEMBL202665,1674019,CHEMBL1148617,6.65
CCCn1c(=O)c2[nH]c(-c3ccc(OCC(=O)Nc4ccc(OCc5ccccc5)cc4)cc3)cc2n(CCC)c1=O,CHEMBL377485,CHEMBL377485,1674020,CHEMBL1148617,7.73
CCCn1c(=O)c2[nH]c(-c3ccc(OC(C)(C)C(=O)Nc4ccc(F)cc4)cc3)cc2n(CCC)c1=O,CHEMBL201128,CHEMBL201128,1674021,CHEMBL1148617,7.77
CCCn1c(=O)c2[nH]c(-c3ccc(OC(C)(C)C(=O)Nc4ccccc4)cc3)cc2n(CCC)c1=O,CHEMBL201157,CHEMBL201157,1674022,CHEMBL1148617,7.27
CCCn1c(=O)c2[nH]c(-c3ccc(OCC(=O)Nc4ccc(C(C)(C)C)cc4)cc3)cc2n(CCC)c1=O,CHEMBL201749,CHEMBL201749,1674023,CHEMBL1148617,7.1
CCCn1c(=O)c2[nH]c(-c3ccc(OCC(=O)Nc4ccc(CS(=O)(=O)N5CCCC5)cc4)cc3)cc2n(CCC)c1=O,CHEMBL201008,CHEMBL201008,1674024,CHEMBL1148617,7.28
CCCn1c(=O)c2[nH]c(-c3ccc(OC(CC)C(=O)Nc4ccc(Br)cc4)cc3)cc2n(CCC)c1=O,CHEMBL201493,CHEMBL201493,1674025,CHEMBL1148617,7.5
CCCn1c(=O)c2[nH]c(-c3ccc(OC(C)C(=O)Nc4ccc(OC)cc4)cc3)cc2n(CCC)c1=O,CHEMBL202767,CHEMBL202767,1674026,CHEMBL1148617,7.41
CCCn1c(=O)c2[nH]c(-c3ccc(OC(C)C(=O)Nc4ccccc4)cc3)cc2n(CCC)c1=O,CHEMBL202766,CHEMBL202766,1674027,CHEMBL1148617,6.98
CCCn1c(=O)c2[nH]c(-c3ccc(OC(CC)C(=O)Nc4ccc(F)cc4)cc3)cc2n(CCC)c1=O,CHEMBL381091,CHEMBL381091,1674028,CHEMBL1148617,7.72
CCCn1c(=O)c2[nH]c(-c3ccc(OCC(=O)Nc4ccc(F)cc4)cc3)cc2n(CCC)c1=O,CHEMBL201281,CHEMBL201281,1674029,CHEMBL1148617,7.92
CCCn1c(=O)c2[nH]c(-c3ccc(OC(C)C(=O)Nc4ccc(F)cc4)cc3)cc2n(CCC)c1=O,CHEMBL380847,CHEMBL380847,1674030,CHEMBL1148617,7.23
CCCn1c(=O)c2[nH]c(-c3ccc(OCC(=O)Nc4ccc(Cl)cc4)cc3)cc2n(CCC)c1=O,CHEMBL382764,CHEMBL382764,1674031,CHEMBL1148617,7.5
COc1cc(-c2cc3c([nH]2)c(=O)n(C)c(=O)n3C)ccc1OCC(=O)Nc1ccc(C#N)cc1,CHEMBL201585,CHEMBL201585,1674032,CHEMBL1148617,6.24
Cn1c(=O)c2[nH]c(-c3ccc(OCC(=O)Nc4ccc(CCN)cc4)cc3)cc2n(C)c1=O,CHEMBL200105,CHEMBL200105,1674033,CHEMBL1148617,6.78
COc1cc(-c2cc3c([nH]2)c(=O)n(C)c(=O)n3C)ccc1OCC(=O)Nc1ccccc1,CHEMBL199354,CHEMBL199354,1674034,CHEMBL1148617,6.52
COc1cc(-c2cc3c([nH]2)c(=O)n(C)c(=O)n3C)ccc1OCC(=O)Nc1ccc(F)cc1,CHEMBL199353,CHEMBL199353,1674035,CHEMBL1148617,7.34
Cn1c(=O)c2[nH]c(-c3ccc(OCC(=O)NC4CCCC4)cc3)cc2n(C)c1=O,CHEMBL201745,CHEMBL201745,1674036,CHEMBL1148617,6.16
COc1cc(-c2cc3c([nH]2)c(=O)n(C)c(=O)n3C)ccc1OCC(=O)Nc1ccc(Br)cc1,CHEMBL201243,CHEMBL201243,1674038,CHEMBL1148617,7.09
COc1cc(OCC(=O)Nc2ccc(F)cc2)ccc1-c1cc2c([nH]1)c(=O)n(C)c(=O)n2C,CHEMBL199485,CHEMBL199485,1674039,CHEMBL1148617,7.02
Cn1c(=O)c2[nH]c(-c3ccc(OCC(=O)NC4CCc5ccccc54)cc3)cc2n(C)c1=O,CHEMBL199884,CHEMBL199884,1674040,CHEMBL1148617,6.67
Cn1c(=O)c2[nH]c(-c3ccc(OCC(=O)Nc4ccccc4)cc3)cc2n(C)c1=O,CHEMBL201721,CHEMBL201721,1674041;1674878,CHEMBL1148617;CHEMBL1148617,6.11;6.2
Cn1c(=O)c2[nH]c(-c3ccc(OCC(=O)Nc4ccc([N+](=O)[O-])cc4)cc3)cc2n(C)c1=O,CHEMBL381214,CHEMBL381214,1674042,CHEMBL1148617,7.09
CC(Oc1ccc(-c2cc3c([nH]2)c(=O)n(C)c(=O)n3C)cc1)C(=O)Nc1ccccc1,CHEMBL199611,CHEMBL199611,1674043,CHEMBL1148617,7.32
Cn1c(=O)c2[nH]c(-c3ccc(OCC(=O)Nc4ccc(C#N)cc4)cc3)cc2n(C)c1=O,CHEMBL382135,CHEMBL382135,1674044;1685250,CHEMBL1148617;CHEMBL1148617,7.34;7.3
Cn1c(=O)c2[nH]c(-c3ccc(OCC(=O)Nc4ccc(F)cc4)cc3)cc2n(C)c1=O,CHEMBL199446,CHEMBL199446,1674046;1674881,CHEMBL1148617;CHEMBL1148617,7.19;7.24
CC(Oc1ccc(-c2cc3c([nH]2)c(=O)n(C)c(=O)n3C)cc1)C(=O)Nc1ccc(Br)cc1,CHEMBL370588,CHEMBL370588,1674048,CHEMBL1148617,7.57
CCn1c(=O)c2[nH]c(-c3ccc(OCC(=O)Nc4ccc(C#N)cc4)cc3)cc2n(CC)c1=O,CHEMBL201496,CHEMBL201496,1674049,CHEMBL1148617,6.92
CCCn1c(=O)c2[nH]c(-c3ccc(OCC(=O)Nc4ccccc4)cc3)cc2n(C)c1=O,CHEMBL203088,CHEMBL203088,1674050,CHEMBL1148617,6.77
CCCn1c(=O)n(C)c(=O)c2[nH]c(-c3ccc(OCC(=O)Nc4ccc(F)cc4)cc3)cc21,CHEMBL381538,CHEMBL381538,1674052,CHEMBL1148617,6.95
CCn1c(=O)c2[nH]c(-c3ccc(OCC(=O)Nc4ccccc4)cc3)cc2n(CC)c1=O,CHEMBL203413,CHEMBL203413,1674053,CHEMBL1148617,6.73
CCCn1c(=O)c2[nH]c(-c3ccc(OCC(=O)Nc4ccc(F)cc4)cc3)cc2n(C)c1=O,CHEMBL201127,CHEMBL201127,1674054,CHEMBL1148617,7.18
O=C(COc1ccc(-c2cc3c([nH]2)c(=O)n(CC2CC2)c(=O)n3CC2CC2)cc1)Nc1ccccc1,CHEMBL199862,CHEMBL199862,1674056,CHEMBL1148617,7.81
COc1cc(-c2cc3c([nH]2)c(=O)n(C)c(=O)n3C)ccc1OCC(=O)NCc1ccc(Cl)cc1,CHEMBL382234,CHEMBL382234,1674057,CHEMBL1148617,6.8
CCCn1c(=O)c2[nH]c(-c3ccc(OCC(=O)NCc4ccc(F)cc4)cc3)c(Cl)c2n(CCC)c1=O,CHEMBL201006,CHEMBL201006,1674058,CHEMBL1148617,7.31
COc1cc(OCC(=O)NCc2ccc(Cl)cc2)ccc1-c1cc2c([nH]1)c(=O)n(C)c(=O)n2C,CHEMBL201580,CHEMBL201580,1674059,CHEMBL1148617,6.73
CCCn1c(=O)c2[nH]c(-c3ccc(OCC(=O)NCc4ccccc4)cc3)c(Cl)c2n(CCC)c1=O,CHEMBL197605,CHEMBL197605,1674060,CHEMBL1148617,7.22
COc1cccc(CNC(=O)COc2ccc(-c3cc4c([nH]3)c(=O)n(C)c(=O)n4C)cc2)c1,CHEMBL199826,CHEMBL199826,1674061,CHEMBL1148617,6.48
Cn1c(=O)c2[nH]c(-c3ccc(OCC(=O)NCc4ccccc4)cc3)cc2n(C)c1=O,CHEMBL199688,CHEMBL199688,1674062,CHEMBL1148617,6.74
CCN(Cc1ccccc1)C(=O)COc1ccc(-c2cc3c([nH]2)c(=O)n(C)c(=O)n3C)cc1,CHEMBL202876,CHEMBL202876,1674063,CHEMBL1148617,6.05
CC(NC(=O)COc1ccc(-c2cc3c([nH]2)c(=O)n(C)c(=O)n3C)cc1)c1ccccc1,CHEMBL202828,CHEMBL202828,1674064,CHEMBL1148617,6.61
Cn1c(=O)c2[nH]c(-c3ccc(OCC(=O)NCc4ccc(F)cc4)cc3)cc2n(C)c1=O,CHEMBL201323,CHEMBL201323,1674065,CHEMBL1148617,7.36
Cn1c(=O)c2[nH]c(-c3ccc(OCC(=O)NCc4ccc(Cl)cc4)cc3)cc2n(C)c1=O,CHEMBL203305,CHEMBL203305,1674066,CHEMBL1148617,7.69
CCCn1c(=O)c2[nH]c(-c3ccc(OC(C)C(=O)NCc4ccc(Cl)cc4)cc3)cc2n(CCC)c1=O,CHEMBL201028,CHEMBL201028,1674067,CHEMBL1148617,7.33
CCCn1c(=O)c2[nH]c(-c3ccc(OCC(=O)NCc4ccccc4)cc3)cc2n(CCC)c1=O,CHEMBL201773,CHEMBL201773,1674068,CHEMBL1148617,7.05
Cn1c(=O)c2[nH]c(-c3cccc(OCC(=O)Nc4ccc(Br)cc4)c3)cc2n(C)c1=O,CHEMBL382663,CHEMBL382663,1674069,CHEMBL1148617,7.17
CCCn1c(=O)c2[nH]c(-c3ccc(OCC(=O)NCc4ccncc4)cc3)cc2n(CCC)c1=O,CHEMBL201895,CHEMBL201895,1674070,CHEMBL1148617,6.52
CCCn1c(=O)c2[nH]c(-c3ccc(OCC(=O)Nc4ccccn4)cc3)cc2n(CCC)c1=O,CHEMBL424671,CHEMBL424671,1674071,CHEMBL1148617,6.51
CCCn1c(=O)c2[nH]c(-c3ccc(OCC(=O)c4c(NC(=O)O)[nH]c(=O)n(C)c4=O)cc3)cc2n(CCC)c1=O,CHEMBL201026,CHEMBL201026,1674072,CHEMBL1148617,7.8
CCCn1c(=O)c2[nH]c(-c3ccc(OCC(=O)Nc4ncccc4O)cc3)cc2n(CCC)c1=O,CHEMBL201329,CHEMBL201329,1674073,CHEMBL1148617,6.49
CCCn1c(=O)c2[nH]c(-c3ccc(OCC(=O)n4ccc(N)n4)cc3)cc2n(CCC)c1=O,CHEMBL370205,CHEMBL370205,1674074,CHEMBL1148617,7.58
Cn1c(=O)c2[nH]c(-c3ccc(OCC(=O)Nc4nncs4)cc3)cc2n(C)c1=O,CHEMBL378815,CHEMBL378815,1674075,CHEMBL1148617,7.79
CCCn1c(=O)c2[nH]c(-c3ccc(OCC(=O)Nc4ccc(C)cn4)cc3)cc2n(CCC)c1=O,CHEMBL201595,CHEMBL201595,1674076,CHEMBL1148617,6.56
CCCn1c(=O)c2[nH]c(-c3ccc(OCC(=O)Nc4cc(OC)nc(OC)n4)cc3)cc2n(CCC)c1=O,CHEMBL201594,CHEMBL201594,1674077,CHEMBL1148617,7.05
CCCn1c(=O)c2[nH]c(-c3ccc(OCC(=O)Nc4ccc(OC)nc4)cc3)cc2n(CCC)c1=O,CHEMBL379688,CHEMBL379688,1674078,CHEMBL1148617,6.97
