canonical_smiles,molecule_chembl_ids,parent_molecule_chembl_ids,activity_ids,document_chembl_ids,pchembl_values
CCCCC#Cc1nc(NC)c2nc(-c3cccs3)n([C@@H]3OC[C@@H](O)[C@H]3O)c2n1,CHEMBL5421109,CHEMBL5421109,25633698,CHEMBL5365430,6.9
CCCCC#Cc1nc(NCc2cccc(I)c2)c2nc(-c3cccs3)n([C@@H]3OC[C@@H](O)[C@H]3O)c2n1,CHEMBL5422711,CHEMBL5422711,25633699,CHEMBL5365430,6.29
CCCCC#Cc1nc(N)c2nc(-c3ccco3)n([C@@H]3SC[C@@H](O)[C@H]3O)c2n1,CHEMBL5408288,CHEMBL5408288,25633700,CHEMBL5365430,7.88
CCCCC#Cc1nc(NC)c2nc(-c3ccco3)n([C@@H]3SC[C@@H](O)[C@H]3O)c2n1,CHEMBL5399191,CHEMBL5399191,25633701,CHEMBL5365430,6.8
CCCCC#Cc1nc(N)c2nc(-c3cccs3)n([C@@H]3SC[C@@H](O)[C@H]3O)c2n1,CHEMBL5412507,CHEMBL5412507,25633702,CHEMBL5365430,7.21
Nc1nc(Cl)nc2c1nc(-c1ccco1)n2[C@@H]1SC[C@@H](O)[C@H]1O,CHEMBL5405584,CHEMBL5405584,25633704,CHEMBL5365430,6.85
CNc1nc(Cl)nc2c1nc(-c1ccco1)n2[C@@H]1SC[C@@H](O)[C@H]1O,CHEMBL5437109,CHEMBL5437109,25633705,CHEMBL5365430,6.12
O[C@@H]1[C@H](O)CS[C@H]1n1c(-c2ccco2)nc2c(NCc3cccc(I)c3)nc(Cl)nc21,CHEMBL5395100,CHEMBL5395100,25633706,CHEMBL5365430,6.47
Nc1nc(Cl)nc2c1nc(-c1cccs1)n2[C@@H]1SC[C@@H](O)[C@H]1O,CHEMBL5420888,CHEMBL5420888,25633707,CHEMBL5365430,6.34
CNc1nc(Cl)nc2c1nc(-c1cccs1)n2[C@@H]1SC[C@@H](O)[C@H]1O,CHEMBL5395897,CHEMBL5395897,25633708,CHEMBL5365430,6.02
O[C@@H]1[C@H](O)CS[C@H]1n1c(-c2cccs2)nc2c(NCc3cccc(I)c3)nc(Cl)nc21,CHEMBL5438754,CHEMBL5438754,25633709,CHEMBL5365430,6.14
Nc1nc(NCCc2ccc(O)cc2)nc2c1nc(-c1ccco1)n2[C@@H]1SC[C@@H](O)[C@H]1O,CHEMBL5427931,CHEMBL5427931,25633710,CHEMBL5365430,6.95
CNc1nc(NCCc2ccc(O)cc2)nc2c1nc(-c1ccco1)n2[C@@H]1SC[C@@H](O)[C@H]1O,CHEMBL5399921,CHEMBL5399921,25633711,CHEMBL5365430,6.33
Nc1nc(NCCc2ccc(O)cc2)nc2c1nc(-c1cccs1)n2[C@@H]1SC[C@@H](O)[C@H]1O,CHEMBL5419573,CHEMBL5419573,25633712,CHEMBL5365430,6.02
CNc1nc(NCCc2ccc(O)cc2)nc2c1nc(-c1cccs1)n2[C@@H]1SC[C@@H](O)[C@H]1O,CHEMBL5439422,CHEMBL5439422,25633713,CHEMBL5365430,6.04
COc1cccc2c1nc(N)n1nc(C3CC3c3nc4ccccc4n3C)nc21,CHEMBL5430246,CHEMBL5430246,25669319;26119977,CHEMBL5370695;CHEMBL5614371,9.52;9.52
COc1cccc2c1nc(N)n1nc(C3CC3c3ccc4c(c3)CCNC4)nc21,CHEMBL5413330,CHEMBL5413330,25669320;26119978,CHEMBL5370695;CHEMBL5614371,8.96;9.52
COc1cccc2c1nc(N)n1nc([C@H]3C[C@H](c4ccc(C(C)(C)O)cn4)C3)nc21,CHEMBL5426841,CHEMBL5426841,25669321;26119979,CHEMBL5370695;CHEMBL5614371,8.89;9.52
COc1cccc2c1nc(N)n1nc([C@H]3C[C@H](c4ncc(C(C)(C)N)cc4C)C3)nc21,CHEMBL5413371,CHEMBL5413371,25669322;26119980,CHEMBL5370695;CHEMBL5614371,9.22;9.52
COc1cccc2c1nc(N)n1nc([C@H]3C[C@H](c4ncc(C(C)(C)N)cc4Cl)C3)nc21,CHEMBL5438060,CHEMBL5438060,25669323;26119981,CHEMBL5370695;CHEMBL5614371,9.1;9.52
COc1cccc2c1nc(N)n1nc(C3CCC(c4ccc(C(C)(C)N)cn4)C3)nc21,CHEMBL5426527,CHEMBL5426527,25669324;26119982,CHEMBL5370695;CHEMBL5614371,8.85;9.52
Cc1c(C#N)cccc1-c1cc(-c2ccn(Cc3ccccc3)c(=O)c2)nc(N)n1,CHEMBL5397080,CHEMBL5397080,25695817,CHEMBL5380829,7.16
Cc1c(C#N)cccc1-c1cc(-c2ccn(CCc3ccccc3)c(=O)c2)nc(N)n1,CHEMBL5439885,CHEMBL5439885,25695819,CHEMBL5380829,6.77
Cc1cccc(Cn2ccc(-c3cc(-c4cccc(C#N)c4C)nc(N)n3)cc2=O)c1,CHEMBL5412117,CHEMBL5412117,25695821,CHEMBL5380829,7.14
Cc1ccc(Cn2ccc(-c3cc(-c4cccc(C#N)c4C)nc(N)n3)cc2=O)cc1,CHEMBL5417712,CHEMBL5417712,25695822,CHEMBL5380829,6.37
COC(=O)c1ccccc1Cn1ccc(-c2cc(-c3cccc(C#N)c3C)nc(N)n2)cc1=O,CHEMBL5416911,CHEMBL5416911,25695823,CHEMBL5380829,6.79
COC(=O)c1cccc(Cn2ccc(-c3cc(-c4cccc(C#N)c4C)nc(N)n3)cc2=O)c1,CHEMBL5416491,CHEMBL5416491,25695824,CHEMBL5380829,6.94
Cc1c(C#N)cccc1-c1cc(-c2ccn(Cc3cccc(F)c3)c(=O)c2)nc(N)n1,CHEMBL5401410,CHEMBL5401410,25695826,CHEMBL5380829,6.89
Cc1c(C#N)cccc1-c1cc(-c2ccn(Cc3cccc(Cl)c3)c(=O)c2)nc(N)n1,CHEMBL5398651,CHEMBL5398651,25695827,CHEMBL5380829,6.87
Cc1c(C#N)cccc1-c1cc(-c2ccn(Cc3cccc(Br)c3)c(=O)c2)nc(N)n1,CHEMBL5399566,CHEMBL5399566,25695828,CHEMBL5380829,6.4
Cc1c(C#N)cccc1-c1cc(-c2ccn(Cc3cccc(C#N)c3)c(=O)c2)nc(N)n1,CHEMBL5433808,CHEMBL5433808,25695829,CHEMBL5380829,6.71
Cc1c(C#N)cccc1-c1cc(-c2ccn(Cc3cccc(S(N)(=O)=O)c3)c(=O)c2)nc(N)n1,CHEMBL5408447,CHEMBL5408447,25695830,CHEMBL5380829,6.34
Cc1c(C#N)cccc1-c1cc(-c2ccn(Cc3cccc(S(C)(=O)=O)c3)c(=O)c2)nc(N)n1,CHEMBL5422621,CHEMBL5422621,25695831,CHEMBL5380829,6.88
Cc1c(C#N)cccc1-c1cc(-c2ccn(Cc3cccc(O)c3)c(=O)c2)nc(N)n1,CHEMBL5408699,CHEMBL5408699,25695832,CHEMBL5380829,6.11
COc1cccc(Cn2ccc(-c3cc(-c4cccc(C#N)c4C)nc(N)n3)cc2=O)c1,CHEMBL5410668,CHEMBL5410668,25695833,CHEMBL5380829,6.74
Cc1c(C#N)cccc1-c1cc(-c2ccn(Cc3cccc(CO)c3)c(=O)c2)nc(N)n1,CHEMBL5401706,CHEMBL5401706,25695834,CHEMBL5380829,7.26
COCc1cccc(Cn2ccc(-c3cc(-c4cccc(C#N)c4C)nc(N)n3)cc2=O)c1,CHEMBL5429151,CHEMBL5429151,25695835,CHEMBL5380829,6.86
Cc1c(C#N)cccc1-c1cc(-c2ccn(Cc3cccc(C(C)(C)O)c3)c(=O)c2)nc(N)n1,CHEMBL5424461,CHEMBL5424461,25695838;25695861,CHEMBL5380829;CHEMBL5380829,7.54;6.49
Cc1c(C#N)cccc1-c1cc(-c2ccn(Cc3cccc(C(C)(C)F)c3)c(=O)c2)nc(N)n1,CHEMBL5415792,CHEMBL5415792,25695839,CHEMBL5380829,7.25
Cc1c(C#N)cccc1-c1cc(-c2ccn(Cc3cccc(C(C)(C)O)n3)c(=O)c2)nc(N)n1,CHEMBL5440290,CHEMBL5440290,25695840,CHEMBL5380829,8.05
Cc1c(C#N)cccc1-c1cc(-c2ccn(Cc3cccc(C(C)(C)F)n3)c(=O)c2)nc(N)n1,CHEMBL5437168,CHEMBL5437168,25695841,CHEMBL5380829,7.99
Cc1c(C#N)cccc1-c1nc(N)nc(-c2ccn(Cc3cccc(C(C)(C)O)c3)c(=O)c2)c1F,CHEMBL5400341,CHEMBL5400341,25695842,CHEMBL5380829,6.8
CCCCC#Cc1nc2c(N)nc(-c3ccco3)nc2n1[C@@H]1OC[C@@H](O)[C@H]1O,CHEMBL5556919,CHEMBL5556919,25886108,CHEMBL5512687,7.69
CCCCC#Cc1nc2c(NC)nc(-c3ccco3)nc2n1[C@@H]1OC[C@@H](O)[C@H]1O,CHEMBL5542531,CHEMBL5542531,25886109,CHEMBL5512687,6.39
CCCCC#Cc1nc2c(NCc3cccc(I)c3)nc(-c3ccco3)nc2n1[C@@H]1OC[C@@H](O)[C@H]1O,CHEMBL5560478,CHEMBL5560478,25886110,CHEMBL5512687,6.16
CCCCC#Cc1nc2c(N)nc(-c3cccs3)nc2n1[C@@H]1OC[C@@H](O)[C@H]1O,CHEMBL5559504,CHEMBL5559504,25886111,CHEMBL5512687,7.59
CCCCC#Cc1nc2c(N)nc(-c3ccco3)nc2n1[C@@H]1SC[C@@H](O)[C@H]1O,CHEMBL5557461,CHEMBL5557461,25886113,CHEMBL5512687,7.75
CCCCC#Cc1nc2c(NC)nc(-c3ccco3)nc2n1[C@@H]1SC[C@@H](O)[C@H]1O,CHEMBL5556656,CHEMBL5556656,25886114,CHEMBL5512687,6.85
CCCCC#Cc1nc2c(NCc3cccc(I)c3)nc(-c3ccco3)nc2n1[C@@H]1SC[C@@H](O)[C@H]1O,CHEMBL5555848,CHEMBL5555848,25886115,CHEMBL5512687,6.31
CCCCC#Cc1nc2c(N)nc(-c3cccs3)nc2n1[C@@H]1SC[C@@H](O)[C@H]1O,CHEMBL5564117,CHEMBL5564117,25886116,CHEMBL5512687,6.92
CCCCC#Cc1nc2c(NC)nc(-c3cccs3)nc2n1[C@@H]1SC[C@@H](O)[C@H]1O,CHEMBL5557578,CHEMBL5557578,25886117,CHEMBL5512687,6.15
CCCCC#Cc1nc2c(N)nc(-c3ccco3)nc2[nH]1,CHEMBL5561038,CHEMBL5561038,25886119,CHEMBL5512687,8.3
CCCCC#Cc1nc2c(NC)nc(-c3ccco3)nc2[nH]1,CHEMBL5568273,CHEMBL5568273,25886120,CHEMBL5512687,7.16
CCCCC#Cc1nc2c(NCc3cccc(I)c3)nc(-c3ccco3)nc2[nH]1,CHEMBL5566807,CHEMBL5566807,25886121,CHEMBL5512687,6.25
CCCCC#Cc1nc2c(N)nc(-c3cccs3)nc2[nH]1,CHEMBL5558429,CHEMBL5558429,25886122,CHEMBL5512687,8.39
CCCCC#Cc1nc2c(NC)nc(-c3cccs3)nc2[nH]1,CHEMBL5532264,CHEMBL5532264,25886123,CHEMBL5512687,7.3
CCCCC#Cc1nc2c(NCc3cccc(I)c3)nc(-c3cccs3)nc2[nH]1,CHEMBL5562579,CHEMBL5562579,25886124,CHEMBL5512687,6.44
CCCCC#Cc1nc(N)c2nc(-c3ccco3)[nH]c2n1,CHEMBL5560392,CHEMBL5560392,25886125,CHEMBL5512687,8.29
CCCCC#Cc1nc(NC)c2nc(-c3ccco3)[nH]c2n1,CHEMBL5562587,CHEMBL5562587,25886126,CHEMBL5512687,6.91
CCCCC#Cc1nc(N)c2nc(-c3cccs3)[nH]c2n1,CHEMBL5562642,CHEMBL5562642,25886127,CHEMBL5512687,8.08
CCCCC#Cc1nc(NC)c2nc(-c3cccs3)[nH]c2n1,CHEMBL5562028,CHEMBL5562028,25886128,CHEMBL5512687,7.18
CCCCC#Cc1nc(N)c2nc(C#CCCCC)n([C@@H]3OC[C@@H](O)[C@H]3O)c2n1,CHEMBL5567879,CHEMBL5567879,25886130,CHEMBL5512687,6.88
Nc1nc(-c2ccco2)nc2c1nc(-c1ccco1)n2[C@@H]1OC[C@@H](O)[C@H]1O,CHEMBL5565475,CHEMBL5565475,25886131,CHEMBL5512687,7.89
Nc1nc(-c2ccco2)nc2[nH]c(-c3ccco3)nc12,CHEMBL5568562,CHEMBL5568562,25886132,CHEMBL5512687,7.51
Nc1nc(-c2cccs2)nc2[nH]c(-c3cccs3)nc12,CHEMBL5560922,CHEMBL5560922,25886133,CHEMBL5512687,7.83
Cc1c(C#N)cccc1-c1cc(-c2cn(Cc3ccc4[nH]ccc4c3)nn2)nc(N)n1,CHEMBL5574634,CHEMBL5574634,25935566,CHEMBL5528085,6.0
Cc1c(C#N)cccc1-c1cc(-c2cn(Cc3ccc4cc[nH]c4c3)nn2)nc(N)n1,CHEMBL5532131,CHEMBL5532131,25935568,CHEMBL5528085,6.37
Cc1c(C#N)cccc1-c1cc(-c2cn(Cc3c[nH]c4ccccc34)nn2)nc(N)n1,CHEMBL5572013,CHEMBL5572013,25935571,CHEMBL5528085,6.95
Cc1c(C#N)cccc1-c1cc(-c2cn(Cc3n[nH]c4ccccc34)nn2)nc(N)n1,CHEMBL5555414,CHEMBL5555414,25935573,CHEMBL5528085,6.89
Cc1c(C#N)cccc1-c1cc(-c2cn(Cc3c[nH]c4cccnc34)nn2)nc(N)n1,CHEMBL5564272,CHEMBL5564272,25935575,CHEMBL5528085,7.43
Cc1c(C#N)cccc1-c1cc(-c2cn(Cc3c[nH]c4ccncc34)nn2)nc(N)n1,CHEMBL5565650,CHEMBL5565650,25935576,CHEMBL5528085,6.77
Cc1c(C#N)cccc1-c1cc(-c2cn(Cc3csc4ccccc34)nn2)nc(N)n1,CHEMBL5570759,CHEMBL5570759,25935579,CHEMBL5528085,7.46
Cc1c(C#N)cccc1-c1cc(-c2cn(Cc3csc4c3CCCC4)nn2)nc(N)n1,CHEMBL5568925,CHEMBL5568925,25935580,CHEMBL5528085,7.94
Cc1c(C#N)cccc1-c1cc(-c2cn(Cc3c[nH]c4cccc(Cl)c34)nn2)nc(N)n1,CHEMBL5569497,CHEMBL5569497,25935581,CHEMBL5528085,6.76
Cc1c(C#N)cccc1-c1cc(-c2cn(Cc3c[nH]c4ccc(Cl)cc34)nn2)nc(N)n1,CHEMBL5592547,CHEMBL5592547,25935582,CHEMBL5528085,6.61
Cc1c(C#N)cccc1-c1cc(-c2cn(Cc3c[nH]c4cc(Cl)ccc34)nn2)nc(N)n1,CHEMBL5569426,CHEMBL5569426,25935583,CHEMBL5528085,6.12
Cc1ccc2[nH]cc(Cn3cc(-c4cc(-c5cccc(C#N)c5C)nc(N)n4)nn3)c2c1,CHEMBL5556652,CHEMBL5556652,25935586,CHEMBL5528085,6.99
Cc1ccc2c(Cn3cc(-c4cc(-c5cccc(C#N)c5C)nc(N)n4)nn3)c[nH]c2c1,CHEMBL5570763,CHEMBL5570763,25935587,CHEMBL5528085,6.49
COc1ccc2[nH]cc(Cn3cc(-c4cc(-c5cccc(C#N)c5C)nc(N)n4)nn3)c2c1,CHEMBL5563496,CHEMBL5563496,25935588,CHEMBL5528085,7.27
COc1ccc2c(Cn3cc(-c4cc(-c5cccc(C#N)c5C)nc(N)n4)nn3)c[nH]c2c1,CHEMBL5556910,CHEMBL5556910,25935589,CHEMBL5528085,6.88
Cc1c(C#N)cccc1-c1cc(-c2cn(Cc3c[nH]c4ccc(OC(C)C)cc34)nn2)nc(N)n1,CHEMBL5579763,CHEMBL5579763,25935590,CHEMBL5528085,7.16
Cc1c(C#N)cccc1-c1cc(-c2cn(Cc3c[nH]c4ccc(OC5CCCC5)cc34)nn2)nc(N)n1,CHEMBL5542375,CHEMBL5542375,25935592,CHEMBL5528085,7.01
Cc1c(C#N)cccc1-c1cc(-c2cn(Cc3c[nH]c4ccc(F)cc34)nn2)nc(N)n1,CHEMBL5569508,CHEMBL5569508,25935594,CHEMBL5528085,7.2
Cc1c(C#N)cccc1-c1cc(-c2cn(Cc3c[nH]c4cc(F)ccc34)nn2)nc(N)n1,CHEMBL5579741,CHEMBL5579741,25935595,CHEMBL5528085,6.92
COC(=O)c1ccc2[nH]cc(Cn3cc(-c4cc(-c5cccc(C#N)c5C)nc(N)n4)nn3)c2c1,CHEMBL5579687,CHEMBL5579687,25935596,CHEMBL5528085,7.15
Cc1c(C#N)cccc1-c1cc(-c2cn(Cc3c[nH]c4ccc(S(C)(=O)=O)cc34)nn2)nc(N)n1,CHEMBL5573410,CHEMBL5573410,25935598,CHEMBL5528085,7.74
Cc1c(C#N)cccc1-c1cc(-c2cn(Cc3c[nH]c4cc(S(C)(=O)=O)ccc34)nn2)nc(N)n1,CHEMBL5574860,CHEMBL5574860,25935599,CHEMBL5528085,6.37
Cc1c(C#N)cccc1-c1cc(-c2cn(Cc3c[nH]c4ccc(C#N)cc34)nn2)nc(N)n1,CHEMBL5562893,CHEMBL5562893,25935600;25935680;25935684,CHEMBL5528085;CHEMBL5528085;CHEMBL5528085,7.95;8.14;8.79
Cc1c(C#N)cccc1-c1cc(-c2cn(Cc3c[nH]c4cc(C#N)ccc34)nn2)nc(N)n1,CHEMBL5575304,CHEMBL5575304,25935601,CHEMBL5528085,6.62
Nc1nc2c3ccccc3nc(-c3cccs3)n2n1,CHEMBL5620265,CHEMBL5620265,26119933,CHEMBL5614371,7.87
Nc1nc2c3cc(Br)ccc3nc(-c3ccccc3)n2n1,CHEMBL5619570,CHEMBL5619570,26119934,CHEMBL5614371,7.49
Nc1nc(NCc2ccccc2)nc(-c2ccccc2CO)n1,CHEMBL4548689,CHEMBL4548689,26241561,CHEMBL5661984,6.66
COc1cccc2c(C(=O)NCc3cccc(C(C)(O)C(F)(F)F)n3)nc(N)nc12,CHEMBL6031982,CHEMBL6031982,27034457,CHEMBL5725940,9.3
COc1cccc2c(C(=O)NCc3cccc(C4(O)CCC4)n3)nc(N)nc12,CHEMBL6044247,CHEMBL6044247,27034460,CHEMBL5725940,9.22
COc1cccc2c(C(=O)NCc3cccc(C4CC4)n3)nc(N)nc12,CHEMBL6010102,CHEMBL6010102,27034469,CHEMBL5725940,9.52
COc1cccc2c(C(=O)NCc3cccc(-c4cccc(O)c4)n3)nc(N)nc12,CHEMBL5796194,CHEMBL5796194,27034472,CHEMBL5725940,8.48
COc1cccc2c(C(=O)NCc3cccc(-c4ccccn4)n3)nc(N)nc12,CHEMBL5943872,CHEMBL5943872,27034478,CHEMBL5725940,8.92
COc1cccc2c(C(=O)NCc3nc(C)ccc3C)nc(N)nc12,CHEMBL6055282,CHEMBL6055282,27034481,CHEMBL5725940,9.7
CCn1cccc(CNC(=O)c2nc(N)nc3c(OC)cccc23)c1=O,CHEMBL5850689,CHEMBL5850689,27034487,CHEMBL5725940,9.7
COc1cccc2c(C(=O)NCc3cccc4ccncc34)nc(N)nc12,CHEMBL5769657,CHEMBL5769657,27034496,CHEMBL5725940,9.52
COc1cccc2c(C(=O)NCc3cccc(C)c3)nc(N)nc12,CHEMBL5963751,CHEMBL5963751,27034499,CHEMBL5725940,9.4
COc1cccc2c(C(=O)NCc3ncccc3C(F)(F)F)nc(N)nc12,CHEMBL5928245,CHEMBL5928245,27034505,CHEMBL5725940,8.59
COc1cccc2c(C(=O)NCc3nc(C)ccc3F)nc(N)nc12,CHEMBL5957047,CHEMBL5957047,27034508,CHEMBL5725940,9.3
COc1cccc2c(C(=O)NCc3ncccc3C)nc(N)nc12,CHEMBL6053070,CHEMBL6053070,27034520,CHEMBL5725940,9.05
COc1cccc2c(C(=O)NCc3ncccc3F)nc(N)nc12,CHEMBL5961246,CHEMBL5961246,27034523,CHEMBL5725940,8.85
COc1cccc2c(C(=O)NCc3ccc(F)cn3)nc(N)nc12,CHEMBL6059304,CHEMBL6059304,27034526,CHEMBL5725940,8.18
COc1cccc2c(C(=O)NCc3ncc(C)cc3C)nc(N)nc12,CHEMBL5987432,CHEMBL5987432,27034532,CHEMBL5725940,8.82
COc1cccc2c(C(=O)NCc3ncc(F)cc3F)nc(N)nc12,CHEMBL5867035,CHEMBL5867035,27034535,CHEMBL5725940,8.54
COc1cccc2c(C(=O)NCc3ccc4ccccc4n3)nc(N)nc12,CHEMBL5813918,CHEMBL5813918,27034538,CHEMBL5725940,8.82
COc1cccc2c(C(=O)NCc3nc(-c4ccccc4)c(C)o3)nc(N)nc12,CHEMBL6000234,CHEMBL6000234,27034541,CHEMBL5725940,8.8
COc1cccc2c(C(=O)NCC3Cc4cccnc4C3)nc(N)nc12,CHEMBL5785838,CHEMBL5785838,27034544,CHEMBL5725940,8.74
COc1cccc2c(C(=O)N[C@@H]3CCc4ccccc43)nc(N)nc12,CHEMBL5788084,CHEMBL5788084,27034547,CHEMBL5725940,8.28
COc1cccc2c(C(=O)NC3CCc4ccccc4C3)nc(N)nc12,CHEMBL6007892,CHEMBL6007892,27034550,CHEMBL5725940,7.7
COc1cccc2c(C(=O)N[C@@H](CO)c3ccccc3)nc(N)nc12,CHEMBL5756422,CHEMBL5756422,27034556,CHEMBL5725940,8.59
COc1cccc2c(C(=O)N[C@@H](CO)c3ccc4ccccc4n3)nc(N)nc12,CHEMBL6031805,CHEMBL6031805,27034559,CHEMBL5725940,8.08
COc1cccc2c(C(=O)NCc3ncccn3)nc(N)nc12,CHEMBL5831954,CHEMBL5831954,27034562,CHEMBL5725940,7.37
COc1cccc2c(C(=O)NC(C)(C)c3ccccn3)nc(N)nc12,CHEMBL6045440,CHEMBL6045440,27034565,CHEMBL5725940,6.38
COc1cccc2c(C(=O)NC3(c4ccccn4)CC3)nc(N)nc12,CHEMBL5933766,CHEMBL5933766,27034568,CHEMBL5725940,6.03
COc1cccc2c(C(=O)NCc3ccccc3-c3cccnc3)nc(N)nc12,CHEMBL5971764,CHEMBL5971764,27034571,CHEMBL5725940,8.04
COc1cccc2c(C(=O)NCc3cccc4c3OC(F)(F)O4)nc(N)nc12,CHEMBL5967163,CHEMBL5967163,27034574,CHEMBL5725940,8.28
COc1cccc2c(C(=O)NCc3ccccc3-c3ccccn3)nc(N)nc12,CHEMBL5971095,CHEMBL5971095,27034577,CHEMBL5725940,8.64
COc1cccc2c(C(=O)NCc3cccc(COc4ccc(F)cc4)n3)nc(N)nc12,CHEMBL5996538,CHEMBL5996538,27034583,CHEMBL5725940,9.52
Nc1nc(C(=O)NCc2cccc(COc3ccccn3)n2)c2cccc(F)c2n1,CHEMBL5921366,CHEMBL5921366,27034586,CHEMBL5725940,8.66
N#Cc1ccc(OCc2cccc(CNC(=O)c3nc(N)nc4c(F)cccc34)n2)cc1,CHEMBL5949139,CHEMBL5949139,27034589,CHEMBL5725940,8.42
COc1cccc2c(C(=O)NCc3cccc(COCC4CCCC4)n3)nc(N)nc12,CHEMBL5840890,CHEMBL5840890,27034595,CHEMBL5725940,9.3
COc1cccc2c(C(=O)NCc3cccc(COCC4CC4)n3)nc(N)nc12,CHEMBL5944137,CHEMBL5944137,27034598,CHEMBL5725940,8.89
COc1cccc2c(C(=O)NCc3cccc(COCC(C)C)n3)nc(N)nc12,CHEMBL6012545,CHEMBL6012545,27034601,CHEMBL5725940,8.72
COc1cccc2c(C(=O)NCc3cccc(CO[C@H]4CCOC4)n3)nc(N)nc12,CHEMBL5998122,CHEMBL5998122,27034604,CHEMBL5725940,8.96
COc1cccc2c(C(=O)NCc3cccc(CN4CCOCC4)c3)nc(N)nc12,CHEMBL5864942,CHEMBL5864942,27034607,CHEMBL5725940,8.15
COc1cccc2c(C(=O)NCc3cccc(COc4cccc(F)c4)n3)nc(N)nc12,CHEMBL5846671,CHEMBL5846671,27034610,CHEMBL5725940,8.68
COc1cccc2c(C(=O)NCc3cccc(CSc4ccc(F)cc4)n3)nc(N)nc12,CHEMBL5969349,CHEMBL5969349,27034613,CHEMBL5725940,8.49
COc1cccc2c(C(=O)NCc3cccc(CSc4nc5ccccc5[nH]4)n3)nc(N)nc12,CHEMBL5856905,CHEMBL5856905,27034616,CHEMBL5725940,8.2
[2H]C([2H])(NC(=O)c1nc(N)nc2c(OC)cccc12)c1cccc(Oc2cncc(OC)c2)n1,CHEMBL5916204,CHEMBL6070986,27034622,CHEMBL5725940,8.3
[2H]C([2H])(NC(=O)c1nc(N)nc2c(F)cccc12)c1cccc(Oc2ccc(OCCOC)cc2)n1,CHEMBL5804441,CHEMBL6070908,27034625,CHEMBL5725940,8.43
[2H]C([2H])(NC(=O)c1nc(N)nc2c(OC)cccc12)c1cccc(N2CCN(c3ccc(OCCOC)cc3)CC2)n1,CHEMBL6015530,CHEMBL6071062,27034628,CHEMBL5725940,8.37
COc1cccc2c(C(=O)NCc3cccn(C)c3=O)nc(N)nc12,CHEMBL6057866,CHEMBL6057866,27034631,CHEMBL5725940,9.05
Nc1nc(C(=O)NCc2ccccc2-n2cccn2)c2cccc(F)c2n1,CHEMBL5947989,CHEMBL5947989,27034634,CHEMBL5725940,9.3
Nc1nc(C(=O)NCc2cccc(-c3ccccn3)n2)c2cccc(F)c2n1,CHEMBL6035105,CHEMBL6035105,27034637,CHEMBL5725940,9.1
Nc1nc(C(=O)NCc2ccccc2-c2ncccn2)c2cccc(F)c2n1,CHEMBL5926486,CHEMBL5926486,27034640,CHEMBL5725940,9.05
CC(C)c1cccc(-c2cccc(CNC(=O)c3nc(N)nc4c(F)cccc34)n2)c1,CHEMBL5888550,CHEMBL5888550,27034643,CHEMBL5725940,9.0
CC(C)Oc1cccc(-c2cccc(CNC(=O)c3nc(N)nc4c(F)cccc34)n2)c1,CHEMBL5956581,CHEMBL5956581,27034646,CHEMBL5725940,8.42
Nc1nc(C(=O)NCc2ncccc2-c2ncccn2)c2cccc(F)c2n1,CHEMBL5962878,CHEMBL5962878,27034649,CHEMBL5725940,8.4
Cc1ccc(-c2cccnc2CNC(=O)c2nc(N)nc3c(F)cccc23)nc1,CHEMBL5804335,CHEMBL5804335,27034652,CHEMBL5725940,8.04
Cc1csc(-c2cccc(CNC(=O)c3nc(N)nc4c(F)cccc34)n2)n1,CHEMBL6049646,CHEMBL6049646,27034655,CHEMBL5725940,8.38
Nc1nc(C(=O)NCc2cccc(-c3cnco3)n2)c2cccc(F)c2n1,CHEMBL5761576,CHEMBL5761576,27034658,CHEMBL5725940,8.35
Nc1nc(C(=O)NCc2cccc(C(F)F)n2)c2cccc(F)c2n1,CHEMBL5791142,CHEMBL5791142,27034661,CHEMBL5725940,8.44
Cc1ccc(CNC(=O)c2nc(N)nc3c(F)cccc23)nc1,CHEMBL5909841,CHEMBL5909841,27034664,CHEMBL5725940,8.21
Cc1ccc(CCNC(=O)c2nc(N)nc3c(F)cccc23)nc1,CHEMBL5886902,CHEMBL5886902,27034667,CHEMBL5725940,6.65
COC(=O)c1ccccc1CNC(=O)c1nc(N)nc2c(F)cccc12,CHEMBL5767603,CHEMBL5767603,27034670,CHEMBL5725940,8.6
COC(=O)c1cccc(CNC(=O)c2nc(N)nc3c(F)cccc23)n1,CHEMBL5927062,CHEMBL5927062,27034673,CHEMBL5725940,7.64
Cc1ccc(F)c(CNC(=O)c2nc(N)nc3c(F)cccc23)n1,CHEMBL5826065,CHEMBL5826065,27034676,CHEMBL5725940,9.3
COc1ccc(C)c(CNC(=O)c2nc(N)nc3c(F)cccc23)n1,CHEMBL6049075,CHEMBL6049075,27034679,CHEMBL5725940,9.1
CC(C)Oc1cccc(CNC(=O)c2nc(N)nc3c(F)cccc23)n1,CHEMBL5921124,CHEMBL5921124,27034682,CHEMBL5725940,9.0
CC1(O)CCN(c2cccc(CNC(=O)c3nc(N)nc4c(F)cccc34)n2)CC1,CHEMBL5885005,CHEMBL5885005,27034685,CHEMBL5725940,8.28
Nc1nc(C(=O)NCc2cccc3cncn23)c2cccc(F)c2n1,CHEMBL5835733,CHEMBL5835733,27034688,CHEMBL5725940,8.21
